onset	duration	trial_type	value	sample
96.992	0.001	Log system started successfully.	23	24248
96.996	0.0	Game_Started_scene_fire	8	24249
96.996	0.002	Rest	24	24249
99.976	2.981	Start Listen	25	24994
104.98	5.002	End Listen	4	26245
104.98	0.001	Box start blinking	1	26245
106.984	2.005	Box stop blinking	2	26746
107.992	1.008	FIRE selected	5	26998
107.992	0.0	Imagine	22	26998
113.26	5.266	Rest	24	28315
116.756	3.497	Start Listen	25	29189
121.76	5.003	End Listen	4	30440
121.76	0.001	Box start blinking	1	30440
123.764	2.005	Box stop blinking	2	30941
124.772	1.006	FIRE selected	5	31193
124.772	0.001	Imagine	22	31193
129.288	4.517	Game Finished	6	32322
135.196	0.0	Log system started successfully.	23	33799
135.196	0.0	Game_Started_scene_water	16	33799
135.196	0.003	Rest	24	33799
138.176	2.98	Start Listen	25	34544
143.18	5.003	End Listen	4	35795
143.18	0.0	Box start blinking	1	35795
145.184	2.006	Box stop blinking	2	36296
146.192	1.007	WATER selected	26	36548
146.192	0.001	Imagine	22	36548
151.472	5.28	Rest	24	37868
154.972	3.496	Start Listen	25	38743
159.976	5.004	End Listen	4	39994
159.976	0.0	Box start blinking	1	39994
161.98	2.005	Box stop blinking	2	40495
162.988	1.007	WATER selected	26	40747
162.988	0.0	Imagine	22	40747
167.492	4.504	Game Finished	6	41873
172.916	0.0	Log system started successfully.	23	43229
172.92	0.0	Game_Started_scene_wind	20	43230
172.92	0.003	Rest	24	43230
172.92	0.0	Rest	24	43230
175.892	2.973	Start Listen	25	43973
175.892	0.0	Start Listen	25	43973
180.904	5.01	End Listen	4	45226
180.904	0.0	Box start blinking	1	45226
180.904	0.0	End Listen	4	45226
180.904	0.0	Box start blinking	1	45226
182.908	2.006	Box stop blinking	2	45727
182.908	0.0	Box stop blinking	2	45727
183.916	1.007	WIND selected	27	45979
183.916	0.0	Imagine	22	45979
183.916	0.001	WIND selected	27	45979
183.916	0.0	Imagine	22	45979
189.188	5.272	Rest	24	47297
192.688	3.497	Start Listen	25	48172
194.06	1.375	Rest	24	48515
197.556	3.497	Start Listen	25	49389
197.688	0.131	End Listen	4	49422
197.688	0.0	Box start blinking	1	49422
199.696	2.006	Box stop blinking	2	49924
200.7	1.006	WIND selected	27	50175
200.7	0.001	Imagine	22	50175
202.56	1.859	End Listen	4	50640
202.56	0.0	Box start blinking	1	50640
204.568	2.005	Box stop blinking	2	51142
205.204	0.64	Game Finished	6	51301
212.196	0.001	Log system started successfully.	23	53049
212.196	0.0	Game_Started_scene_electricity	7	53049
212.196	0.002	Rest	24	53049
215.176	2.98	Start Listen	25	53794
220.18	5.003	End Listen	4	55045
220.18	0.0	Box start blinking	1	55045
222.184	2.005	Box stop blinking	2	55546
223.192	1.008	ELECTRICITY selected	3	55798
223.192	0.0	Imagine	22	55798
228.472	5.28	Rest	24	57118
231.972	3.497	Start Listen	25	57993
236.972	5.004	End Listen	4	59243
236.976	0.0	Box start blinking	1	59244
238.98	2.005	Box stop blinking	2	59745
239.988	1.007	ELECTRICITY selected	3	59997
239.988	0.0	Imagine	22	59997
244.488	4.504	Game Finished	6	61122
253.672	0.001	Log system started successfully.	23	63418
253.676	0.0	Game_Started_scene_fire_water	10	63419
253.676	0.002	Rest	24	63419
256.652	2.979	Start Listen	25	64163
261.656	5.004	End Listen	4	65414
261.656	0.0	Box start blinking	1	65414
263.664	2.005	Box stop blinking	2	65916
264.668	1.007	FIRE selected	5	66167
264.672	0.001	Imagine	22	66168
269.956	5.287	Rest	24	67489
273.456	3.497	Start Listen	25	68364
278.456	5.003	End Listen	4	69614
278.456	0.001	Box start blinking	1	69614
280.464	2.005	Box stop blinking	2	70116
281.468	1.006	WATER selected	26	70367
281.468	0.001	Imagine	22	70367
285.976	4.504	Rest	24	71494
289.472	3.496	Start Listen	25	72368
294.472	5.003	End Listen	4	73618
294.472	0.001	Box start blinking	1	73618
296.48	2.005	Box stop blinking	2	74120
297.484	1.007	FIRE selected	5	74371
297.488	0.0	Imagine	22	74372
301.976	4.49	Rest	24	75494
305.472	3.497	Start Listen	25	76368
310.476	5.003	End Listen	4	77619
310.476	0.0	Box start blinking	1	77619
312.48	2.005	Box stop blinking	2	78120
313.488	1.007	WATER selected	26	78372
313.488	0.001	Imagine	22	78372
317.98	4.489	Game Finished	6	79495
324.8	0.001	Log system started successfully.	23	81200
324.804	0.0	Game_Started_scene_fire_wind	13	81201
324.804	0.002	Rest	24	81201
327.784	2.979	Start Listen	25	81946
332.784	5.003	End Listen	4	83196
332.788	0.0	Box start blinking	1	83197
334.792	2.006	Box stop blinking	2	83698
335.8	1.006	FIRE selected	5	83950
335.8	0.001	Imagine	22	83950
341.072	5.274	Rest	24	85268
344.568	3.496	Start Listen	25	86142
349.572	5.003	End Listen	4	87393
349.572	0.001	Box start blinking	1	87393
351.58	2.005	Box stop blinking	2	87895
352.584	1.007	WIND selected	27	88146
352.584	0.0	Imagine	22	88146
357.108	4.524	Rest	24	89277
360.608	3.497	Start Listen	25	90152
365.608	5.003	End Listen	4	91402
365.612	0.001	Box start blinking	1	91403
367.616	2.005	Box stop blinking	2	91904
368.624	1.007	FIRE selected	5	92156
368.624	0.0	Imagine	22	92156
373.092	4.469	Rest	24	93273
376.588	3.496	Start Listen	25	94147
381.592	5.004	End Listen	4	95398
381.592	0.0	Box start blinking	1	95398
383.596	2.005	Box stop blinking	2	95899
