x0000,y0000
1.8647458984,0.0706444777
1.868747499,-1.7636652732
1.8727490996,-1.5588432746
1.8767507003,-7.2356291148
1.8807523009,-4.048922575
1.8847539016,-4.8183012401
1.8887555022,-15.2468536672
1.8927571028,-13.8782729348
1.8967587035,-14.8561703438
1.9007603041,-9.8728319861
1.9047619048,-5.3792363347
1.9087635054,-4.2677384975
1.9127651060,1.5696701201
1.9167667067,-9.2430374777
1.9207683073,-2.5221161901
1.924769908,3.6318358930
1.9287715086,0.6913950795
1.9327731092,4.0180211285
1.9367747099,5.3295025652
1.9407763105,9.4441086591
1.9447779112,10.6099328589
1.9487795118,9.9534261605
1.9527811124,3.3966913664
1.9567827131,-0.6497462197
1.9607843137,0.3861793951
1.9647859144,-6.3854277929
1.9687875150,-8.4740732543
1.9727891156,-5.3925424024
1.9767907163,-10.6223609707
1.9807923169,-9.4805059582
1.9847939176,-5.0372300278
1.9887955182,-8.1349880148
1.9927971188,-1.6102485582
1.9967987195,-9.0938427876
2.0008003201,-8.9481215339
2.0048019208,-3.2426282418
2.0088035214,0.3165973353
2.0128051220,3.5170325522
2.0168067227,-0.0857431672
2.0208083233,6.7790608361
2.024809924,6.2965119121
2.0288115246,4.1526480424
2.0328131253,7.7775010365
2.0368147259,-5.1224626594
2.0408163265,-9.2368618484
2.0448179272,-10.0464768538
2.0488195278,-16.1704349815
2.0528211285,-16.6206303317
2.0568227291,-10.1550290756
2.0608243297,-1.1914091740
2.0648259304,1.4501803354
2.0688275310,-4.9104410670
2.0728291317,-3.7110772019
2.0768307323,-1.666655067
2.0808323329,4.5790192456
2.0848339336,6.7122291173
2.0888355342,1.1920638948
2.0928371349,3.4003733473
2.0968387355,10.7821355067
2.1008403361,10.4856254933
2.1048419368,5.2505797931
2.1088435374,-1.7667320522
2.1128451381,1.3920538157
2.1168467387,1.9423336881
2.1208483393,3.4992348793
2.12484994,-2.5183036705
2.1288515406,6.0387529489
2.1328531413,9.4635200859
2.1368547419,7.6877145516
2.1408563425,9.4650148523
2.1448579432,10.0278530602
2.1488595438,17.1564862685
2.1528611445,20.1139370341
2.1568627451,20.6477055016
2.1608643457,24.7529339431
2.1648659464,19.5566789396
2.1688675470,14.0745719725
2.1728691477,10.4778509714
2.1768707483,7.3437266100
2.1808723489,5.0379339756
2.1848739496,-3.7267180216
2.1888755502,-7.1750047654
2.1928771509,2.7134452907
2.1968787515,-0.9915469949
2.2008803521,-8.7526045029
2.2048819528,-6.9637616235
2.2088835534,-3.8009766249
2.2128851541,6.5654673949
2.2168867547,-4.0558274025
2.2208883553,-5.0699254034
2.224889956,-7.3557150004
