onset	duration	trial_type	value	sample
107.0	3.0	Start Listen	25	26750
109.99	0.01	WIND selected	2	27497
110.0	3.0	Start Listen	25	27500
112.99	0.01	WIND selected	2	28247
113.0	3.0	Start Listen	25	28250
115.99	0.01	WIND selected	2	28997
116.0	3.0	Start Listen	25	29000
118.99	0.01	WIND selected	2	29747
119.0	3.0	Start Listen	25	29750
121.99	0.01	WIND selected	2	30497
122.0	3.0	Start Listen	25	30500
124.99	0.01	WIND selected	2	31247
125.0	3.0	Start Listen	25	31250
127.99	0.01	WIND selected	2	31997
128.0	3.0	Start Listen	25	32000
130.99	0.01	WIND selected	2	32747
131.0	3.0	Start Listen	25	32750
133.99	0.01	WIND selected	2	33497
134.0	3.0	Start Listen	25	33500
136.99	0.01	WIND selected	2	34247
137.0	3.0	Start Listen	25	34250
139.99	0.01	WIND selected	2	34997
140.0	3.0	Start Listen	25	35000
142.99	0.01	WIND selected	2	35747
143.0	3.0	Start Listen	25	35750
145.99	0.01	WIND selected	2	36497
146.0	3.0	Start Listen	25	36500
148.99	0.01	WIND selected	2	37247
149.0	3.0	Start Listen	25	37250
151.99	0.01	WIND selected	2	37997
152.0	3.0	Start Listen	25	38000
154.99	0.01	WIND selected	2	38747
155.0	3.0	Start Listen	25	38750
157.99	0.01	WIND selected	2	39497
158.0	3.0	Start Listen	25	39500
160.99	0.01	WIND selected	2	40247
161.0	3.0	Start Listen	25	40250
163.99	0.01	WIND selected	2	40997
164.0	3.0	Start Listen	25	41000
166.99	0.01	WIND selected	2	41747
167.0	3.0	Start Listen	25	41750
169.99	0.01	WIND selected	2	42497
170.0	3.0	Start Listen	25	42500
172.99	0.01	WIND selected	2	43247
173.0	3.0	Start Listen	25	43250
175.99	0.01	WIND selected	2	43997
176.0	3.0	Start Listen	25	44000
178.99	0.01	WIND selected	2	44747
179.0	3.0	Start Listen	25	44750
181.99	0.01	WIND selected	2	45497
182.0	3.0	Start Listen	25	45500
184.99	0.01	WIND selected	2	46247
185.0	3.0	Start Listen	25	46250
187.99	0.01	WIND selected	2	46997
188.0	3.0	Start Listen	25	47000
