onset	duration	trial_type	value	sample
4.796	0.1	Experiment_Start_Sub_01_Ses_07_Paradigm_MusicMemoryRecall_CueDur_5.0s	8	1199
4.8	0.1	Trial_Start_1_Track_Track_1	56	1200
4.8	5.0	Cue_Audio_Sample_Track_1	1	1200
9.828	5.0	Task_Recall_Track_1	10	2457
14.84	2.5	Rest	9	3710
17.328	0.1	Trial_End_1	16	4332
17.328	0.1	Trial_Start_2_Track_Track_6	67	4332
17.332	5.0	Cue_Audio_Sample_Track_6	6	4333
22.328	5.0	Task_Recall_Track_6	15	5582
27.336	2.5	Rest	9	6834
29.84	0.1	Trial_End_2	27	7460
29.84	0.1	Trial_Start_3_Track_Track_4	69	7460
29.84	5.0	Cue_Audio_Sample_Track_4	4	7460
34.844	5.0	Task_Recall_Track_4	13	8711
39.856	2.5	Rest	9	9964
42.352	0.1	Trial_End_3	38	10588
42.352	0.1	Trial_Start_4_Track_Track_2	70	10588
42.352	5.0	Cue_Audio_Sample_Track_2	2	10588
47.364	5.0	Task_Recall_Track_2	11	11841
52.36	2.5	Rest	9	13090
54.888	0.1	Trial_End_4	40	13722
54.888	0.1	Trial_Start_5_Track_Track_3	71	13722
54.888	5.0	Cue_Audio_Sample_Track_3	3	13722
59.896	5.0	Task_Recall_Track_3	12	14974
64.896	2.5	Rest	9	16224
67.408	0.1	Trial_End_5	41	16852
67.408	0.1	Trial_Start_6_Track_Track_4	72	16852
67.408	5.0	Cue_Audio_Sample_Track_4	4	16852
72.412	5.0	Task_Recall_Track_4	13	18103
77.412	2.5	Rest	9	19353
79.912	0.1	Trial_End_6	42	19978
79.912	0.1	Trial_Start_7_Track_Track_2	73	19978
79.912	5.0	Cue_Audio_Sample_Track_2	2	19978
84.908	5.0	Task_Recall_Track_2	11	21227
89.912	2.5	Rest	9	22478
92.408	0.1	Trial_End_7	43	23102
92.408	0.1	Trial_Start_8_Track_Track_2	74	23102
92.408	5.0	Cue_Audio_Sample_Track_2	2	23102
97.412	5.0	Task_Recall_Track_2	11	24353
102.412	2.5	Rest	9	25603
104.928	0.1	Trial_End_8	44	26232
104.928	0.1	Trial_Start_9_Track_Track_1	75	26232
104.928	5.0	Cue_Audio_Sample_Track_1	1	26232
109.928	5.0	Task_Recall_Track_1	10	27482
114.928	2.5	Rest	9	28732
117.432	0.1	Trial_End_9	45	29358
117.432	0.1	Trial_Start_10_Track_Track_3	46	29358
117.432	5.0	Cue_Audio_Sample_Track_3	3	29358
122.432	5.0	Task_Recall_Track_3	12	30608
127.436	2.5	Rest	9	31859
129.94	0.1	Trial_End_10	17	32485
129.94	0.1	Trial_Start_11_Track_Track_4	47	32485
129.94	5.0	Cue_Audio_Sample_Track_4	4	32485
134.936	5.0	Task_Recall_Track_4	13	33734
139.956	2.5	Rest	9	34989
142.46	0.1	Trial_End_11	18	35615
142.46	0.1	Trial_Start_12_Track_Track_5	48	35615
142.46	5.0	Cue_Audio_Sample_Track_5	5	35615
147.456	5.0	Task_Recall_Track_5	14	36864
152.456	2.5	Rest	9	38114
154.964	0.1	Trial_End_12	19	38741
154.968	0.1	Trial_Start_13_Track_Track_5	49	38742
154.968	5.0	Cue_Audio_Sample_Track_5	5	38742
159.972	5.0	Task_Recall_Track_5	14	39993
164.984	2.5	Rest	9	41246
167.496	0.1	Trial_End_13	20	41874
167.496	0.1	Trial_Start_14_Track_Track_1	50	41874
167.496	5.0	Cue_Audio_Sample_Track_1	1	41874
172.504	5.0	Task_Recall_Track_1	10	43126
177.504	2.5	Rest	9	44376
180.012	0.1	Trial_End_14	21	45003
180.012	0.1	Trial_Start_15_Track_Track_6	51	45003
180.012	5.0	Cue_Audio_Sample_Track_6	6	45003
185.02	5.0	Task_Recall_Track_6	15	46255
190.036	2.5	Rest	9	47509
192.54	0.1	Trial_End_15	22	48135
192.54	0.1	Trial_Start_16_Track_Track_5	52	48135
192.54	5.0	Cue_Audio_Sample_Track_5	5	48135
197.536	5.0	Task_Recall_Track_5	14	49384
202.532	2.5	Rest	9	50633
205.036	0.1	Trial_End_16	23	51259
205.036	0.1	Trial_Start_17_Track_Track_4	53	51259
205.036	5.0	Cue_Audio_Sample_Track_4	4	51259
210.032	5.0	Task_Recall_Track_4	13	52508
215.036	2.5	Rest	9	53759
217.536	0.1	Trial_End_17	24	54384
217.536	0.1	Trial_Start_18_Track_Track_6	54	54384
217.536	5.0	Cue_Audio_Sample_Track_6	6	54384
