onset	duration	trial_type	value	sample
11.18	0.001	Log system started successfully.	13	2795
11.18	0.0	Game_Started_scene_fire	8	2795
11.18	0.002	Rest	14	2795
14.16	2.98	Start Listen	15	3540
19.164	5.003	End Listen	4	4791
19.164	0.001	Box start blinking	1	4791
21.168	2.005	Box stop blinking	2	5292
22.176	1.008	FIRE selected	5	5544
22.176	0.0	Imagine	12	5544
27.456	5.28	Rest	14	6864
30.956	3.497	Start Listen	15	7739
35.956	5.003	End Listen	4	8989
35.956	0.0	Box start blinking	1	8989
37.964	2.005	Box stop blinking	2	9491
38.968	1.007	FIRE selected	5	9742
38.972	0.001	Imagine	12	9743
43.472	4.503	Game Finished	6	10868
56.332	0.001	Log system started successfully.	13	14083
56.336	0.0	Game_Started_scene_water	10	14084
56.336	0.002	Rest	14	14084
59.316	2.98	Start Listen	15	14829
64.32	5.003	End Listen	4	16080
64.32	0.001	Box start blinking	1	16080
66.324	2.005	Box stop blinking	2	16581
67.332	1.007	WATER selected	16	16833
67.332	0.0	Imagine	12	16833
72.604	5.274	Rest	14	18151
76.104	3.497	Start Listen	15	19026
81.104	5.003	End Listen	4	20276
81.104	0.0	Box start blinking	1	20276
83.112	2.005	Box stop blinking	2	20778
84.12	1.007	WATER selected	16	21030
84.12	0.001	Imagine	12	21030
88.62	4.503	Game Finished	6	22155
98.184	0.0	Log system started successfully.	13	24546
98.188	0.0	Game_Started_scene_wind	11	24547
98.188	0.003	Rest	14	24547
98.188	0.0	Rest	14	24547
101.168	2.98	Start Listen	15	25292
101.168	0.0	Start Listen	15	25292
106.172	5.003	End Listen	4	26543
106.172	0.0	Box start blinking	1	26543
106.172	0.0	End Listen	4	26543
106.172	0.001	Box start blinking	1	26543
108.176	2.005	Box stop blinking	2	27044
108.176	0.0	Box stop blinking	2	27044
109.184	1.007	WIND selected	17	27296
109.184	0.001	Imagine	12	27296
109.184	0.0	WIND selected	17	27296
109.184	0.0	Imagine	12	27296
114.456	5.273	Rest	14	28614
117.956	3.497	Start Listen	15	29489
119.32	1.367	Rest	14	29830
122.82	3.497	Start Listen	15	30705
122.956	0.138	End Listen	4	30739
122.956	0.001	Box start blinking	1	30739
124.964	2.005	Box stop blinking	2	31241
125.968	1.007	WIND selected	17	31492
125.968	0.0	Imagine	12	31492
127.82	1.852	End Listen	4	31955
127.82	0.0	Box start blinking	1	31955
129.828	2.006	Box stop blinking	2	32457
130.472	0.646	Game Finished	6	32618
141.404	0.001	Log system started successfully.	13	35351
141.408	0.0	Game_Started_scene_electricity	7	35352
141.408	0.002	Rest	14	35352
144.388	2.979	Start Listen	15	36097
149.388	5.004	End Listen	4	37347
149.388	0.0	Box start blinking	1	37347
151.396	2.005	Box stop blinking	2	37849
152.4	1.007	ELECTRICITY selected	3	38100
152.4	0.0	Imagine	12	38100
157.688	5.288	Rest	14	39422
161.188	3.497	Start Listen	15	40297
166.188	5.003	End Listen	4	41547
166.188	0.001	Box start blinking	1	41547
168.196	2.005	Box stop blinking	2	42049
169.2	1.006	ELECTRICITY selected	3	42300
169.2	0.0	Imagine	12	42300
173.708	4.505	Game Finished	6	43427
181.768	0.0	Log system started successfully.	13	45442
181.772	0.0	Game_Started_scene_fire	8	45443
181.772	0.003	Rest	14	45443
184.752	2.98	Start Listen	15	46188
189.756	5.004	End Listen	4	47439
189.756	0.0	Box start blinking	1	47439
191.76	2.005	Box stop blinking	2	47940
