onset	duration	trial_type	value	sample
10.036	0.0	Experiment_Start_Sub_sub-01_Ses_ses-01	10	2509
10.036	0.0	Audio_Stopped	2	2509
10.036	0.0	Block_Start_NoMusic_BlockIdx_1	6	2509
10.036	0.0	Trial_Start_1_Dir_Right	48	2509
12.044	1.0	Cue_Right	8	3011
13.036	4.0	Task_Right	13	3259
17.064	0.0	Rest	11	4266
19.056	0.0	Trial_End_1	14	4764
19.06	0.0	Trial_Start_2_Dir_Right	51	4765
21.06	1.0	Cue_Right	8	5265
22.064	4.0	Task_Right	13	5516
26.064	0.0	Rest	11	6516
28.064	0.0	Trial_End_2	25	7016
28.064	0.0	Trial_Start_3_Dir_Right	52	7016
30.056	1.0	Cue_Right	8	7514
31.06	4.0	Task_Right	13	7765
35.06	0.0	Rest	11	8765
37.06	0.0	Trial_End_3	27	9265
37.06	0.0	Trial_Start_4_Dir_Left	53	9265
39.052	1.0	Cue_Left	7	9763
40.052	4.0	Task_Left	12	10013
44.052	0.0	Rest	11	11013
46.06	0.0	Trial_End_4	28	11515
46.06	0.0	Trial_Start_5_Dir_Left	55	11515
48.06	1.0	Cue_Left	7	12015
49.056	4.0	Task_Left	12	12264
53.06	0.0	Rest	11	13265
55.056	0.0	Trial_End_5	29	13764
55.056	0.0	Trial_Start_6_Dir_Left	57	13764
57.056	1.0	Cue_Left	7	14264
58.06	4.0	Task_Left	12	14515
62.056	0.0	Rest	11	15514
64.052	0.0	Trial_End_6	30	16013
64.052	0.0	Trial_Start_7_Dir_Right	59	16013
66.064	1.0	Cue_Right	8	16516
67.064	4.0	Task_Right	13	16766
71.056	0.0	Rest	11	17764
73.056	0.0	Trial_End_7	31	18264
73.056	0.0	Trial_Start_8_Dir_Left	60	18264
75.052	1.0	Cue_Left	7	18763
76.056	4.0	Task_Left	12	19014
80.06	0.0	Rest	11	20015
82.064	0.0	Trial_End_8	32	20516
82.064	0.0	Trial_Start_9_Dir_Left	61	20516
84.052	1.0	Cue_Left	7	21013
85.056	4.0	Task_Left	12	21264
89.06	0.0	Rest	11	22265
91.056	0.0	Trial_End_9	33	22764
91.056	0.0	Trial_Start_10_Dir_Left	34	22764
93.052	1.0	Cue_Left	7	23263
94.064	4.0	Task_Left	12	23516
98.06	0.0	Rest	11	24515
100.06	0.0	Trial_End_10	15	25015
100.06	0.0	Trial_Start_11_Dir_Right	35	25015
102.06	1.0	Cue_Right	8	25515
103.056	4.0	Task_Right	13	25764
107.06	0.0	Rest	11	26765
109.06	0.0	Trial_End_11	16	27265
109.06	0.0	Trial_Start_12_Dir_Left	36	27265
111.06	1.0	Cue_Left	7	27765
112.06	4.0	Task_Left	12	28015
116.064	0.0	Rest	11	29016
118.064	0.0	Trial_End_12	17	29516
118.064	0.0	Trial_Start_13_Dir_Right	37	29516
120.052	1.0	Cue_Right	8	30013
121.052	4.0	Task_Right	13	30263
125.06	0.0	Rest	11	31265
127.064	0.0	Trial_End_13	18	31766
127.064	0.0	Trial_Start_14_Dir_Right	39	31766
129.064	1.0	Cue_Right	8	32266
130.064	4.0	Task_Right	13	32516
134.052	0.0	Rest	11	33513
136.06	0.0	Trial_End_14	19	34015
136.064	0.0	Trial_Start_15_Dir_Right	40	34016
138.06	1.0	Cue_Right	8	34515
139.06	4.0	Task_Right	13	34765
143.06	0.0	Rest	11	35765
145.052	0.0	Trial_End_15	20	36263
145.052	0.0	Trial_Start_16_Dir_Right	42	36263
147.064	1.0	Cue_Right	8	36766
148.06	4.0	Task_Right	13	37015
152.068	0.0	Rest	11	38017
154.068	0.0	Trial_End_16	21	38517
154.068	0.0	Trial_Start_17_Dir_Left	43	38517
156.068	1.0	Cue_Left	7	39017
157.084	4.0	Task_Left	12	39271
161.096	0.0	Rest	11	40274
163.096	0.0	Trial_End_17	22	40774
163.096	0.0	Trial_Start_18_Dir_Left	44	40774
165.124	1.0	Cue_Left	7	41281
166.128	4.0	Task_Left	12	41532
170.124	0.0	Rest	11	42531
172.12	0.0	Trial_End_18	23	43030
172.12	0.0	Trial_Start_19_Dir_Left	45	43030
174.124	1.0	Cue_Left	7	43531
175.124	4.0	Task_Left	12	43781
179.132	0.0	Rest	11	44783
181.132	0.0	Trial_End_19	24	45283
181.132	0.0	Trial_Start_20_Dir_Right	50	45283
183.14	1.0	Cue_Right	8	45785
184.136	4.0	Task_Right	13	46034
188.132	0.0	Rest	11	47033
190.144	0.0	Trial_End_20	26	47536
190.144	0.0	Block_End_BlockIdx_1	3	47536
264.148	0.0	Audio_Started	1	66037
264.148	0.0	Block_Start_Music_BlockIdx_2	5	66037
264.148	0.0	Trial_Start_1_Dir_Left	47	66037
266.148	1.0	Cue_Left	7	66537
267.144	4.0	Task_Left	12	66786
271.148	0.0	Rest	11	67787
273.148	0.0	Trial_End_1	14	68287
273.148	0.0	Trial_Start_2_Dir_Right	51	68287
275.144	1.0	Cue_Right	8	68786
276.144	4.0	Task_Right	13	69036
280.148	0.0	Rest	11	70037
282.152	0.0	Trial_End_2	25	70538
282.152	0.0	Trial_Start_3_Dir_Right	52	70538
284.148	1.0	Cue_Right	8	71037
285.148	4.0	Task_Right	13	71287
289.148	0.0	Rest	11	72287
291.144	0.0	Trial_End_3	27	72786
291.144	0.0	Trial_Start_4_Dir_Right	54	72786
293.152	1.0	Cue_Right	8	73288
294.152	4.0	Task_Right	13	73538
298.152	0.0	Rest	11	74538
300.148	0.0	Trial_End_4	28	75037
300.148	0.0	Trial_Start_5_Dir_Right	56	75037
302.152	1.0	Cue_Right	8	75538
303.144	4.0	Task_Right	13	75786
307.144	0.0	Rest	11	76786
309.148	0.0	Trial_End_5	29	77287
309.148	0.0	Trial_Start_6_Dir_Right	58	77287
311.144	1.0	Cue_Right	8	77786
312.148	4.0	Task_Right	13	78037
316.144	0.0	Rest	11	79036
318.152	0.0	Trial_End_6	30	79538
318.152	0.0	Trial_Start_7_Dir_Right	59	79538
320.148	1.0	Cue_Right	8	80037
321.152	4.0	Task_Right	13	80288
325.148	0.0	Rest	11	81287
327.144	0.0	Trial_End_7	31	81786
327.144	0.0	Trial_Start_8_Dir_Left	60	81786
329.148	1.0	Cue_Left	7	82287
330.152	4.0	Task_Left	12	82538
334.152	0.0	Rest	11	83538
336.148	0.0	Trial_End_8	32	84037
336.148	0.0	Trial_Start_9_Dir_Left	61	84037
338.156	1.0	Cue_Left	7	84539
339.144	4.0	Task_Left	12	84786
343.148	0.0	Rest	11	85787
345.148	0.0	Trial_End_9	33	86287
345.148	0.0	Trial_Start_10_Dir_Left	34	86287
347.144	1.0	Cue_Left	7	86786
348.148	4.0	Task_Left	12	87037
352.148	0.0	Rest	11	88037
354.152	0.0	Trial_End_10	15	88538
354.152	0.0	Trial_Start_11_Dir_Right	35	88538
356.144	1.0	Cue_Right	8	89036
357.152	4.0	Task_Right	13	89288
361.152	0.0	Rest	11	90288
363.144	0.0	Trial_End_11	16	90786
363.144	0.0	Trial_Start_12_Dir_Left	36	90786
365.148	1.0	Cue_Left	7	91287
366.144	4.0	Task_Left	12	91536
370.156	0.0	Rest	11	92539
372.148	0.0	Trial_End_12	17	93037
372.148	0.0	Trial_Start_13_Dir_Right	37	93037
374.152	1.0	Cue_Right	8	93538
375.144	4.0	Task_Right	13	93786
