onset	duration	trial_type	value	sample
59.696	0.1	Experiment_Start_Sub_01_Ses_03_Paradigm_MusicMemoryRecall_CueDur_5.0s	8	14924
59.7	0.1	Trial_Start_1_Track_Track_4	56	14925
59.7	5.0	Cue_Audio_Sample_Track_4	4	14925
64.764	5.0	Task_Recall_Track_4	13	16191
69.768	2.5	Rest	9	17442
72.272	0.1	Trial_End_1	16	18068
72.272	0.1	Trial_Start_2_Track_Track_6	67	18068
72.272	5.0	Cue_Audio_Sample_Track_6	6	18068
77.28	5.0	Task_Recall_Track_6	15	19320
82.28	2.5	Rest	9	20570
84.796	0.1	Trial_End_2	27	21199
84.796	0.1	Trial_Start_3_Track_Track_1	69	21199
84.796	5.0	Cue_Audio_Sample_Track_1	1	21199
89.796	5.0	Task_Recall_Track_1	10	22449
94.8	2.5	Rest	9	23700
97.32	0.1	Trial_End_3	38	24330
97.32	0.1	Trial_Start_4_Track_Track_5	70	24330
97.32	5.0	Cue_Audio_Sample_Track_5	5	24330
102.324	5.0	Task_Recall_Track_5	14	25581
107.32	2.5	Rest	9	26830
109.832	0.1	Trial_End_4	40	27458
109.832	0.1	Trial_Start_5_Track_Track_2	71	27458
109.832	5.0	Cue_Audio_Sample_Track_2	2	27458
114.844	5.0	Task_Recall_Track_2	11	28711
119.844	2.5	Rest	9	29961
122.344	0.1	Trial_End_5	41	30586
122.344	0.1	Trial_Start_6_Track_Track_6	72	30586
122.348	5.0	Cue_Audio_Sample_Track_6	6	30587
127.34	5.0	Task_Recall_Track_6	15	31835
132.348	2.5	Rest	9	33087
134.84	0.1	Trial_End_6	42	33710
134.84	0.1	Trial_Start_7_Track_Track_4	73	33710
134.84	5.0	Cue_Audio_Sample_Track_4	4	33710
139.836	5.0	Task_Recall_Track_4	13	34959
144.844	2.5	Rest	9	36211
147.344	0.1	Trial_End_7	43	36836
147.344	0.1	Trial_Start_8_Track_Track_4	74	36836
147.344	5.0	Cue_Audio_Sample_Track_4	4	36836
152.336	5.0	Task_Recall_Track_4	13	38084
157.34	2.5	Rest	9	39335
159.84	0.1	Trial_End_8	44	39960
159.84	0.1	Trial_Start_9_Track_Track_4	75	39960
159.84	5.0	Cue_Audio_Sample_Track_4	4	39960
164.836	5.0	Task_Recall_Track_4	13	41209
169.84	2.5	Rest	9	42460
172.348	0.1	Trial_End_9	45	43087
172.348	0.1	Trial_Start_10_Track_Track_1	46	43087
172.348	5.0	Cue_Audio_Sample_Track_1	1	43087
177.36	5.0	Task_Recall_Track_1	10	44340
182.36	2.5	Rest	9	45590
184.86	0.1	Trial_End_10	17	46215
184.864	0.1	Trial_Start_11_Track_Track_6	47	46216
184.864	5.0	Cue_Audio_Sample_Track_6	6	46216
189.872	5.0	Task_Recall_Track_6	15	47468
194.876	2.5	Rest	9	48719
197.372	0.1	Trial_End_11	18	49343
197.372	0.1	Trial_Start_12_Track_Track_3	48	49343
197.372	5.0	Cue_Audio_Sample_Track_3	3	49343
202.372	5.0	Task_Recall_Track_3	12	50593
207.368	2.5	Rest	9	51842
209.88	0.1	Trial_End_12	19	52470
209.88	0.1	Trial_Start_13_Track_Track_5	49	52470
209.88	5.0	Cue_Audio_Sample_Track_5	5	52470
214.884	5.0	Task_Recall_Track_5	14	53721
219.892	2.5	Rest	9	54973
222.388	0.1	Trial_End_13	20	55597
222.388	0.1	Trial_Start_14_Track_Track_4	50	55597
222.388	5.0	Cue_Audio_Sample_Track_4	4	55597
227.388	5.0	Task_Recall_Track_4	13	56847
232.408	2.5	Rest	9	58102
234.9	0.1	Trial_End_14	21	58725
234.9	0.1	Trial_Start_15_Track_Track_5	51	58725
234.9	5.0	Cue_Audio_Sample_Track_5	5	58725
239.9	5.0	Task_Recall_Track_5	14	59975
244.9	2.5	Rest	9	61225
247.412	0.1	Trial_End_15	22	61853
