EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-15.968,-12.364,-10.738,-7.310,-10.862,152.191,-6.346,-3.802,-0.084,1.010,-0.095,2.289,-2.197,-0.092,66.667,10945.000,1.000
-13.630,-9.631,-7.127,-4.039,-6.897,145.855,-2.309,1.164,-0.084,1.014,-0.098,2.441,-1.953,-0.153,66.667,10946.000,1.000
-10.488,-5.430,-2.658,-0.260,-1.859,141.941,3.368,6.979,-0.086,1.014,-0.096,2.441,-1.556,-0.244,66.667,10947.000,1.000
-7.579,-1.158,1.426,2.980,3.089,138.509,8.930,11.933,-0.085,1.016,-0.098,2.441,-1.251,-0.244,66.667,10948.000,1.000
-5.471,2.134,4.248,4.858,7.134,133.713,12.432,14.820,-0.090,1.016,-0.096,2.441,-0.977,-0.336,66.667,10949.000,1.000
-4.169,4.155,5.595,5.131,10.174,126.735,12.911,15.796,-0.094,1.019,-0.093,2.350,-0.763,-0.336,66.667,10950.000,1.000
-3.397,5.290,5.847,4.213,12.952,118.341,11.392,16.732,-0.096,1.019,-0.092,2.228,-0.458,-0.458,66.667,10951.000,1.000
-2.818,6.211,5.631,2.988,16.574,109.965,10.437,20.121,-0.099,1.019,-0.095,2.258,-0.214,-0.641,66.667,10952.000,1.000
-2.275,7.260,5.292,2.195,21.325,102.330,12.125,26.850,-0.104,1.020,-0.094,2.075,-0.244,-0.763,66.667,10953.000,1.000
-2.162,7.884,4.398,1.665,25.786,94.595,16.040,34.494,-0.107,1.020,-0.093,2.045,-0.122,-1.068,66.667,10954.000,1.000
-3.375,6.894,2.006,0.355,27.504,84.896,19.322,38.335,-0.109,1.021,-0.092,1.923,-0.183,-1.251,66.667,10955.000,1.000
-6.385,3.701,-2.158,-2.474,25.082,72.416,19.150,35.034,-0.112,1.021,-0.094,1.740,-0.305,-1.434,66.667,10956.000,1.000
-10.330,-0.690,-6.882,-6.160,19.679,58.270,15.232,25.561,-0.117,1.021,-0.093,1.465,-0.427,-1.740,66.667,10957.000,1.000
-13.515,-4.358,-10.230,-9.091,14.092,44.577,9.777,14.349,-0.119,1.019,-0.093,1.343,-0.671,-1.892,66.667,10958.000,1.000
-14.856,-6.001,-11.065,-10.097,10.571,32.971,5.556,6.007,-0.123,1.018,-0.092,1.251,-0.946,-2.106,66.667,10959.000,1.000
-14.359,-5.448,-9.471,-9.056,9.846,24.119,4.243,2.887,-0.123,1.018,-0.089,1.160,-1.099,-2.197,66.667,10960.000,1.000
-12.403,-3.036,-6.063,-6.493,11.622,18.280,5.819,4.624,-0.125,1.015,-0.087,1.160,-1.282,-2.380,66.667,10961.000,1.000
-9.215,0.798,-1.552,-3.120,15.038,14.958,8.912,8.998,-0.126,1.014,-0.082,1.038,-1.556,-2.472,66.667,10962.000,1.000
-5.045,5.354,3.212,0.328,18.570,12.604,11.755,13.226,-0.128,1.013,-0.085,0.916,-1.740,-2.472,66.667,10963.000,1.000
-0.400,9.650,7.312,3.259,20.398,9.299,13.147,15.140,-0.129,1.012,-0.087,0.854,-1.953,-2.380,66.667,10964.000,1.000
4.033,12.802,10.130,5.421,19.421,3.841,12.764,13.946,-0.131,1.008,-0.086,0.946,-2.258,-2.441,66.667,10965.000,1.000
7.548,14.299,11.532,6.801,15.801,-3.521,10.832,10.241,-0.133,1.008,-0.086,1.190,-2.533,-2.411,66.667,10966.000,1.000
9.618,14.111,11.810,7.524,10.774,-11.717,7.880,5.497,-0.132,1.005,-0.085,1.251,-2.777,-2.411,66.667,10967.000,1.000
10.204,12.734,11.636,8.008,6.199,-19.479,4.896,1.580,-0.133,1.003,-0.084,1.312,-2.930,-2.258,66.667,10968.000,1.000
9.816,11.017,11.791,8.899,3.799,-25.709,3.272,0.165,-0.133,1.002,-0.087,1.434,-3.204,-2.075,66.667,10969.000,1.000
9.123,9.704,12.615,10.553,4.169,-30.064,3.988,1.823,-0.132,1.002,-0.087,1.617,-3.540,-2.045,66.667,10970.000,1.000
8.471,9.020,13.703,12.561,6.359,-33.080,6.673,5.412,-0.131,1.001,-0.086,1.923,-3.693,-1.862,66.667,10971.000,1.000
7.790,8.732,14.168,13.922,8.586,-36.107,9.706,8.715,-0.129,1.002,-0.087,2.228,-3.845,-1.587,66.667,10972.000,1.000
6.945,8.544,13.325,13.762,9.514,-40.420,11.477,10.013,-0.130,1.001,-0.086,2.319,-3.906,-1.404,66.667,10973.000,1.000
6.021,8.338,11.124,11.939,9.002,-46.340,11.414,9.118,-0.127,1.000,-0.085,2.441,-4.089,-1.251,66.667,10974.000,1.000
5.244,8.066,8.065,9.000,7.792,-53.362,9.868,6.988,-0.129,0.998,-0.088,2.533,-4.211,-1.038,66.667,10975.000,1.000
4.796,7.674,4.937,5.788,6.780,-60.484,7.505,4.720,-0.128,0.999,-0.091,2.777,-4.272,-0.885,66.667,10976.000,1.000
4.797,7.262,2.591,3.167,6.605,-66.828,5.045,3.000,-0.128,0.999,-0.093,3.021,-4.364,-0.763,66.667,10977.000,1.000
5.298,7.068,1.648,1.745,7.458,-71.923,3.220,2.140,-0.126,0.999,-0.091,3.235,-4.425,-0.580,66.667,10978.000,1.000
6.200,7.208,2.160,1.596,9.059,-75.797,2.672,2.353,-0.123,0.999,-0.092,3.448,-4.486,-0.336,66.667,10979.000,1.000
7.244,7.522,3.555,2.271,10.792,-79.021,3.703,3.717,-0.122,0.995,-0.094,3.418,-4.395,-0.092,66.667,10980.000,1.000
8.127,7.598,4.869,3.036,11.831,-82.234,5.877,5.761,-0.121,0.993,-0.098,3.693,-4.456,0.000,66.667,10981.000,1.000
8.807,7.033,5.228,3.318,11.479,-85.913,8.063,7.427,-0.119,0.997,-0.102,3.937,-4.425,0.061,66.667,10982.000,1.000
9.860,5.901,4.495,3.204,9.758,-90.010,9.267,7.851,-0.117,1.001,-0.102,4.150,-4.333,0.244,66.667,10983.000,1.000
12.452,4.986,3.506,3.529,7.634,-93.850,9.574,7.268,-0.115,1.003,-0.101,4.242,-4.211,0.427,66.667,10984.000,1.000
17.813,5.411,3.619,5.348,6.410,-96.715,10.145,6.915,-0.115,0.999,-0.099,4.272,-4.089,0.549,66.667,10985.000,1.000
26.525,7.856,5.839,9.102,6.707,-98.241,11.942,7.661,-0.116,0.998,-0.106,4.364,-3.967,0.641,66.667,10986.000,1.000
37.993,12.037,10.115,14.153,8.055,-98.782,14.464,8.826,-0.117,0.994,-0.109,4.303,-3.845,0.641,66.667,10987.000,1.000
50.507,16.986,15.473,19.180,9.574,-99.027,16.200,8.902,-0.120,0.996,-0.114,4.395,-3.876,0.702,66.667,10988.000,1.000
62.037,21.876,20.882,23.215,11.104,-99.216,16.409,7.504,-0.121,0.997,-0.117,4.578,-3.845,0.610,66.667,10989.000,1.000
71.041,26.426,25.778,26.181,13.394,-99.161,15.895,5.940,-0.119,1.000,-0.115,4.700,-3.632,0.549,66.667,10990.000,1.000
76.403,30.320,29.614,28.268,16.950,-98.732,15.798,5.626,-0.119,1.005,-0.111,4.517,-3.601,0.488,66.667,10991.000,1.000
77.126,32.617,31.375,29.230,21.007,-98.519,16.290,6.549,-0.119,1.005,-0.108,4.333,-3.723,0.458,66.667,10992.000,1.000
72.687,32.109,30.016,28.527,23.744,-99.546,16.592,7.312,-0.118,1.005,-0.108,4.150,-3.662,0.336,66.667,10993.000,1.000
63.604,28.249,25.256,25.850,23.363,-102.587,15.677,6.136,-0.117,1.002,-0.113,4.089,-3.632,0.397,66.667,10994.000,1.000
51.551,21.708,17.978,21.446,19.150,-107.857,13.038,2.103,-0.115,1.003,-0.115,3.937,-3.540,0.336,66.667,10995.000,1.000
38.870,14.183,10.075,16.178,11.966,-114.521,9.237,-3.989,-0.116,1.005,-0.115,3.998,-3.540,0.122,66.667,10996.000,1.000
27.648,7.609,3.643,11.197,3.860,-120.964,5.494,-10.140,-0.115,1.007,-0.115,3.693,-3.448,0.092,66.667,10997.000,1.000
18.846,3.153,-0.103,7.236,-3.110,-125.671,2.455,-14.799,-0.117,1.009,-0.109,3.448,-3.357,0.061,66.667,10998.000,1.000
12.142,0.736,-1.372,4.233,-7.855,-128.122,-0.254,-17.725,-0.116,1.010,-0.108,3.113,-3.418,0.061,66.667,10999.000,1.000
6.569,-0.576,-1.392,1.671,-10.340,-129.193,-3.253,-19.439,-0.113,1.010,-0.109,2.747,-3.326,0.000,66.667,11000.000,1.000
1.291,-1.789,-1.516,-0.857,-11.200,-130.236,-6.693,-20.511,-0.111,1.010,-0.113,2.563,-3.143,0.122,66.667,11001.000,1.000
-3.863,-3.310,-2.419,-3.258,-11.181,-131.949,-10.015,-21.125,-0.107,1.009,-0.112,2.228,-2.960,0.153,66.667,11002.000,1.000
-8.452,-4.830,-3.884,-5.039,-10.715,-133.859,-12.128,-20.902,-0.106,1.009,-0.108,2.014,-2.808,0.183,66.667,11003.000,1.000
-12.194,-5.986,-5.524,-5.987,-10.148,-135.129,-12.298,-19.565,-0.106,1.008,-0.109,1.740,-2.472,0.153,66.667,11004.000,1.000
-15.670,-7.097,-7.597,-6.727,-10.225,-135.923,-11.160,-17.919,-0.104,1.005,-0.111,1.526,-2.289,0.183,66.667,11005.000,1.000
-19.991,-8.939,-10.748,-8.297,-11.681,-137.019,-10.338,-17.348,-0.104,1.002,-0.112,1.373,-2.106,0.244,66.667,11006.000,1.000
-25.693,-11.746,-14.961,-11.012,-14.184,-138.551,-10.753,-18.041,-0.104,0.999,-0.112,1.190,-1.831,0.244,66.667,11007.000,1.000
-32.120,-14.742,-19.107,-14.001,-16.343,-139.487,-11.832,-18.653,-0.105,0.997,-0.111,1.160,-1.465,0.305,66.667,11008.000,1.000
-37.820,-16.693,-21.651,-15.880,-16.851,-138.535,-12.420,-17.887,-0.106,0.997,-0.110,1.129,-1.251,0.305,66.667,11009.000,1.000
-41.443,-16.799,-21.667,-15.742,-15.335,-135.501,-11.813,-15.584,-0.105,0.997,-0.109,1.129,-1.007,0.336,66.667,11010.000,1.000
-42.587,-15.281,-19.452,-13.792,-12.506,-131.340,-10.116,-12.610,-0.105,0.994,-0.105,1.099,-0.671,0.397,66.667,11011.000,1.000
-41.939,-13.221,-16.312,-11.201,-9.700,-127.440,-8.121,-10.234,-0.106,0.992,-0.107,1.007,-0.671,0.305,66.667,11012.000,1.000
-40.626,-11.777,-13.668,-9.279,-8.039,-124.612,-6.901,-9.429,-0.107,0.992,-0.108,1.038,-0.458,0.275,66.667,11013.000,1.000
-39.485,-11.518,-12.301,-8.734,-7.894,-122.832,-7.316,-10.498,-0.108,0.990,-0.107,1.068,-0.305,0.183,66.667,11014.000,1.000
-38.759,-12.226,-12.166,-9.415,-8.866,-121.911,-9.489,-12.965,-0.112,0.988,-0.111,1.129,-0.214,0.183,66.667,11015.000,1.000
-38.105,-13.070,-12.534,-10.416,-10.009,-121.441,-12.370,-15.521,-0.112,0.989,-0.110,1.160,-0.122,0.122,66.667,11016.000,1.000
-36.846,-13.007,-12.332,-10.504,-10.211,-120.588,-14.092,-16.484,-0.109,0.990,-0.109,1.282,-0.061,-0.092,66.667,11017.000,1.000
-34.513,-11.447,-10.720,-8.891,-8.896,-118.338,-13.290,-14.871,-0.111,0.991,-0.110,1.282,-0.061,-0.214,66.667,11018.000,1.000
-31.360,-8.692,-7.675,-5.847,-6.413,-114.205,-10.106,-10.966,-0.109,0.994,-0.113,1.373,-0.031,-0.336,66.667,11019.000,1.000
-28.039,-5.479,-3.783,-2.281,-3.402,-108.627,-5.545,-5.583,-0.109,0.993,-0.113,1.495,0.092,-0.397,66.667,11020.000,1.000
-24.907,-2.290,0.349,1.056,-0.145,-102.304,-0.484,0.581,-0.108,0.992,-0.111,1.617,0.061,-0.549,66.667,11021.000,1.000
-22.137,0.428,3.957,3.467,2.918,-96.223,3.941,6.304,-0.107,0.990,-0.111,1.648,0.244,-0.702,66.667,11022.000,1.000
-20.264,1.754,5.802,3.884,4.632,-91.824,5.905,9.524,-0.107,0.990,-0.118,1.801,0.336,-0.854,66.667,11023.000,1.000
-19.991,0.725,4.736,1.419,3.956,-90.258,4.093,8.848,-0.105,0.987,-0.118,2.075,0.336,-1.007,66.667,11024.000,1.000
-21.540,-2.816,0.619,-3.713,1.006,-91.689,-1.034,4.908,-0.105,0.985,-0.118,2.319,0.427,-1.099,66.667,11025.000,1.000
-24.521,-8.112,-5.572,-10.239,-3.168,-95.096,-7.675,-0.287,-0.104,0.985,-0.121,2.533,0.610,-1.343,66.667,11026.000,1.000
-28.196,-13.906,-12.303,-16.469,-7.278,-98.867,-13.645,-4.612,-0.105,0.986,-0.126,2.899,0.793,-1.434,66.667,11027.000,1.000
-31.671,-18.849,-17.988,-20.834,-10.135,-101.264,-16.854,-6.377,-0.107,0.988,-0.126,3.113,0.916,-1.556,66.667,11028.000,1.000
-34.217,-21.926,-21.510,-22.423,-10.931,-100.954,-16.069,-4.852,-0.107,0.990,-0.129,3.418,1.038,-1.770,66.667,11029.000,1.000
-35.581,-22.796,-22.594,-21.355,-9.656,-97.962,-11.819,-0.920,-0.110,0.994,-0.129,3.662,1.129,-1.923,66.667,11030.000,1.000
-35.904,-21.785,-21.741,-18.621,-7.202,-93.568,-6.229,3.190,-0.110,0.998,-0.131,3.906,1.251,-1.984,66.667,11031.000,1.000
-35.299,-19.518,-19.736,-15.382,-4.695,-89.399,-1.474,5.518,-0.111,1.004,-0.129,3.967,1.312,-2.136,66.667,11032.000,1.000
-33.597,-16.484,-17.095,-12.305,-2.529,-86.280,1.649,5.879,-0.113,1.008,-0.130,3.906,1.312,-2.136,66.667,11033.000,1.000
-30.559,-12.998,-14.037,-9.524,-0.290,-83.877,3.624,5.591,-0.115,1.012,-0.128,3.784,1.343,-2.136,66.667,11034.000,1.000
-26.390,-9.630,-10.986,-7.158,2.067,-81.656,4.946,5.676,-0.120,1.013,-0.127,3.540,1.282,-2.197,66.667,11035.000,1.000
-22.034,-7.466,-8.901,-5.740,3.312,-79.605,5.292,5.505,-0.124,1.012,-0.126,3.326,1.190,-2.106,66.667,11036.000,1.000
-18.706,-7.462,-8.746,-5.860,1.869,-78.322,4.051,3.484,-0.127,1.010,-0.127,3.235,1.007,-2.014,66.667,11037.000,1.000
-16.953,-9.420,-10.489,-7.411,-2.513,-78.259,1.309,-1.149,-0.130,1.013,-0.124,3.052,0.916,-1.984,66.667,11038.000,1.000
-16.315,-11.917,-12.907,-9.497,-8.443,-79.033,-2.200,-7.647,-0.129,1.017,-0.126,2.869,0.763,-1.862,66.667,11039.000,1.000
-15.742,-13.194,-14.310,-10.968,-13.874,-79.673,-5.838,-14.459,-0.130,1.019,-0.126,2.594,0.488,-1.617,66.667,11040.000,1.000
-14.070,-11.918,-13.253,-10.816,-16.949,-78.744,-9.059,-19.771,-0.132,1.021,-0.123,2.106,0.336,-1.465,66.667,11041.000,1.000
-10.362,-7.520,-8.975,-8.355,-16.373,-74.963,-10.902,-21.694,-0.133,1.020,-0.122,1.678,-0.031,-1.282,66.667,11042.000,1.000
-4.482,-0.546,-1.851,-3.645,-12.043,-68.181,-10.378,-19.172,-0.137,1.015,-0.122,1.312,-0.305,-1.160,66.667,11043.000,1.000
2.447,7.207,6.405,2.152,-5.504,-59.696,-7.487,-13.054,-0.139,1.009,-0.123,1.038,-0.549,-0.916,66.667,11044.000,1.000
8.480,13.413,13.411,7.212,0.775,-51.604,-3.390,-5.774,-0.136,1.005,-0.124,0.763,-0.946,-0.641,66.667,11045.000,1.000
11.901,16.349,17.257,9.991,4.739,-45.461,0.294,0.021,-0.133,1.000,-0.124,0.671,-1.160,-0.366,66.667,11046.000,1.000
11.994,15.535,17.202,9.853,5.474,-41.959,2.203,2.591,-0.134,0.995,-0.123,0.580,-1.526,-0.092,66.667,11047.000,1.000
9.259,11.768,13.818,7.209,3.258,-41.065,1.744,1.629,-0.132,0.993,-0.127,0.671,-1.862,0.122,66.667,11048.000,1.000
5.254,6.820,8.783,3.347,-0.588,-41.845,-0.582,-1.611,-0.130,0.989,-0.126,0.824,-1.984,0.336,66.667,11049.000,1.000
1.985,2.754,4.254,-0.041,-4.131,-42.738,-3.321,-4.837,-0.130,0.986,-0.125,0.916,-2.228,0.641,66.667,11050.000,1.000
0.927,0.967,1.893,-1.606,-5.734,-42.174,-4.830,-5.918,-0.127,0.986,-0.128,1.099,-2.380,0.763,66.667,11051.000,1.000
2.260,1.569,2.066,-1.032,-4.975,-39.671,-4.252,-4.078,-0.126,0.984,-0.130,1.251,-2.472,1.007,66.667,11052.000,1.000
4.919,3.549,3.835,0.874,-2.816,-36.128,-1.991,-0.242,-0.124,0.985,-0.131,1.404,-2.533,1.099,66.667,11053.000,1.000
7.416,5.567,5.740,2.804,-0.750,-32.756,0.654,3.637,-0.124,0.982,-0.132,1.526,-2.655,1.221,66.667,11054.000,1.000
8.555,6.545,6.521,3.621,0.143,-30.326,2.118,5.592,-0.121,0.981,-0.134,1.648,-2.808,1.343,66.667,11055.000,1.000
7.540,5.687,5.281,2.536,-0.628,-29.055,1.079,4.448,-0.119,0.982,-0.132,1.892,-2.808,1.526,66.667,11056.000,1.000
4.126,2.661,1.706,-0.634,-3.025,-29.027,-2.735,0.485,-0.118,0.982,-0.135,2.167,-2.960,1.404,66.667,11057.000,1.000
-0.915,-1.835,-3.373,-5.002,-6.286,-30.021,-7.840,-4.452,-0.115,0.984,-0.135,2.350,-3.021,1.465,66.667,11058.000,1.000
-5.787,-6.095,-8.033,-8.736,-8.951,-30.978,-11.590,-7.870,-0.113,0.990,-0.132,2.472,-2.960,1.556,66.667,11059.000,1.000
-8.592,-8.581,-10.498,-10.187,-9.779,-30.544,-12.042,-8.209,-0.112,0.991,-0.134,2.472,-2.960,1.648,66.667,11060.000,1.000
-8.468,-9.147,-10.465,-9.113,-8.831,-27.951,-9.362,-5.782,-0.110,0.995,-0.134,2.563,-2.960,1.678,66.667,11061.000,1.000
-6.049,-8.923,-9.132,-6.741,-7.398,-23.822,-5.446,-2.304,-0.110,0.998,-0.139,2.502,-2.960,1.678,66.667,11062.000,1.000
-3.056,-9.276,-8.177,-4.832,-7.029,-20.136,-2.631,0.033,-0.108,0.999,-0.135,2.350,-2.991,1.709,66.667,11063.000,1.000
-1.291,-10.982,-8.781,-4.703,-8.629,-18.911,-2.670,-0.697,-0.105,1.003,-0.132,2.319,-2.838,1.801,66.667,11064.000,1.000
-1.510,-13.811,-11.009,-6.580,-11.870,-20.573,-5.949,-5.024,-0.103,1.004,-0.133,2.228,-2.747,1.953,66.667,11065.000,1.000
-3.086,-16.666,-13.820,-9.596,-15.352,-23.194,-11.284,-11.452,-0.101,1.005,-0.134,2.106,-2.716,1.984,66.667,11066.000,1.000
-4.733,-18.383,-15.913,-12.499,-17.726,-24.274,-16.828,-17.651,-0.098,1.007,-0.133,2.075,-2.563,2.075,66.667,11067.000,1.000
-5.426,-18.536,-16.626,-14.393,-18.668,-23.056,-21.174,-22.138,-0.096,1.005,-0.133,1.984,-2.441,2.197,66.667,11068.000,1.000
-4.810,-17.443,-15.997,-14.875,-18.600,-20.457,-23.508,-24.435,-0.095,1.007,-0.132,1.801,-2.289,2.319,66.667,11069.000,1.000
-3.125,-15.586,-14.289,-13.868,-17.854,-17.484,-23.307,-24.340,-0.093,1.007,-0.131,1.678,-2.136,2.380,66.667,11070.000,1.000
-0.935,-13.259,-11.744,-11.593,-16.400,-13.957,-20.488,-21.874,-0.093,1.003,-0.134,1.556,-2.014,2.472,66.667,11071.000,1.000
1.175,-10.644,-8.712,-8.584,-14.048,-9.270,-15.751,-17.577,-0.091,1.005,-0.133,1.434,-1.831,2.441,66.667,11072.000,1.000
2.817,-8.021,-5.780,-5.553,-10.846,-3.798,-10.415,-12.395,-0.090,1.004,-0.132,1.282,-1.678,2.441,66.667,11073.000,1.000
3.842,-5.807,-3.605,-3.124,-7.374,1.215,-5.775,-7.309,-0.087,1.001,-0.131,1.190,-1.373,2.441,66.667,11074.000,1.000
4.306,-4.303,-2.456,-1.535,-4.526,4.799,-2.515,-3.081,-0.088,1.002,-0.132,1.007,-1.160,2.441,66.667,11075.000,1.000
4.482,-3.363,-1.920,-0.514,-2.810,7.388,-0.583,-0.140,-0.089,1.003,-0.133,1.099,-0.946,2.380,66.667,11076.000,1.000
4.794,-2.425,-1.197,0.540,-1.882,10.256,0.550,1.570,-0.086,1.003,-0.133,0.946,-0.671,2.319,66.667,11077.000,1.000
5.511,-1.036,0.208,2.064,-0.968,14.032,1.490,2.539,-0.085,1.005,-0.132,0.824,-0.580,2.197,66.667,11078.000,1.000
6.544,0.736,2.099,3.973,0.365,18.295,2.657,3.419,-0.084,1.006,-0.130,0.702,-0.366,2.228,66.667,11079.000,1.000
7.795,2.632,4.047,5.950,2.053,22.326,4.319,4.765,-0.084,1.005,-0.133,0.519,-0.183,2.167,66.667,11080.000,1.000
9.477,4.675,6.023,7.852,3.823,26.142,6.497,6.729,-0.084,1.007,-0.129,0.336,-0.031,2.136,66.667,11081.000,1.000
11.745,6.986,8.226,9.581,5.340,30.067,8.617,8.775,-0.084,1.007,-0.127,0.153,0.153,2.014,66.667,11082.000,1.000
14.255,9.410,10.581,10.835,6.283,33.870,9.649,9.926,-0.083,1.004,-0.128,0.122,0.275,1.801,66.667,11083.000,1.000
16.552,11.760,12.879,11.477,6.763,37.175,9.083,9.778,-0.083,1.005,-0.128,-0.122,0.397,1.801,66.667,11084.000,1.000
18.500,14.114,15.037,11.815,7.574,39.892,7.595,9.214,-0.085,1.005,-0.131,-0.336,0.549,1.740,66.667,11085.000,1.000
19.780,16.272,16.639,11.990,9.456,42.088,6.313,9.601,-0.086,1.005,-0.126,-0.458,0.610,1.617,66.667,11086.000,1.000
19.511,17.311,16.662,11.452,12.065,43.530,5.623,11.324,-0.085,1.002,-0.126,-0.458,0.549,1.587,66.667,11087.000,1.000
16.931,16.118,14.184,9.409,13.911,43.780,4.920,13.361,-0.087,1.002,-0.125,-0.610,0.549,1.495,66.667,11088.000,1.000
12.191,12.286,9.208,5.577,13.378,42.801,3.391,14.229,-0.088,1.002,-0.121,-0.610,0.549,1.404,66.667,11089.000,1.000
6.509,6.657,2.893,0.590,10.049,41.030,0.948,13.192,-0.088,1.002,-0.121,-0.641,0.610,1.282,66.667,11090.000,1.000
1.841,1.253,-2.730,-4.037,5.322,39.518,-1.529,10.776,-0.089,1.001,-0.119,-0.671,0.549,1.251,66.667,11091.000,1.000
0.080,-1.643,-5.593,-6.557,1.760,39.485,-2.717,8.457,-0.091,1.000,-0.118,-0.824,0.549,1.129,66.667,11092.000,1.000
1.978,-0.927,-4.743,-6.023,1.444,41.510,-1.697,7.750,-0.094,0.999,-0.119,-0.763,0.549,0.977,66.667,11093.000,1.000
6.728,2.640,-0.847,-2.777,4.679,45.345,1.550,9.324,-0.093,0.998,-0.118,-0.732,0.397,0.946,66.667,11094.000,1.000
12.620,7.137,4.414,1.980,10.022,49.931,6.293,12.748,-0.094,0.997,-0.118,-0.702,0.214,0.793,66.667,11095.000,1.000
18.013,10.746,9.348,6.856,15.317,53.968,11.461,16.771,-0.093,0.998,-0.120,-0.671,0.122,0.580,66.667,11096.000,1.000
21.989,12.602,12.919,10.755,18.813,56.528,15.956,19.890,-0.095,0.997,-0.119,-0.549,0.031,0.549,66.667,11097.000,1.000
24.469,12.832,14.862,13.111,19.689,57.468,18.842,20.955,-0.094,0.999,-0.118,-0.458,-0.122,0.305,66.667,11098.000,1.000
25.817,12.107,15.389,13.861,18.049,57.432,19.502,19.534,-0.093,1.000,-0.119,-0.458,-0.244,0.122,66.667,11099.000,1.000
26.357,11.180,14.908,13.333,14.724,56.936,17.882,15.943,-0.093,1.002,-0.117,-0.336,-0.305,-0.031,66.667,11100.000,1.000
26.303,10.645,13.981,12.220,10.850,56.057,14.724,11.048,-0.091,1.003,-0.117,-0.336,-0.488,-0.061,66.667,11101.000,1.000
26.038,10.925,13.337,11.484,7.443,54.893,11.405,6.051,-0.092,1.003,-0.118,-0.458,-0.580,-0.122,66.667,11102.000,1.000
26.146,12.248,13.624,11.916,5.176,53.988,9.222,2.156,-0.095,1.002,-0.118,-0.397,-0.732,-0.275,66.667,11103.000,1.000
26.996,14.446,14.971,13.559,4.244,54.144,8.572,0.036,-0.093,1.006,-0.119,-0.427,-0.824,-0.397,66.667,11104.000,1.000
28.541,16.918,16.918,15.743,4.275,55.374,8.826,-0.446,-0.094,1.004,-0.119,-0.397,-0.854,-0.549,66.667,11105.000,1.000
30.490,18.915,18.783,17.641,4.401,56.773,8.901,-0.128,-0.093,1.006,-0.120,-0.397,-0.977,-0.671,66.667,11106.000,1.000
32.491,19.927,20.030,18.720,3.660,57.258,7.927,-0.135,-0.095,1.006,-0.121,-0.580,-1.099,-0.763,66.667,11107.000,1.000
34.153,19.825,20.430,18.820,1.590,56.444,5.623,-1.306,-0.095,1.005,-0.119,-0.580,-1.312,-0.885,66.667,11108.000,1.000
35.021,18.732,19.976,17.983,-1.495,54.933,2.300,-3.738,-0.096,1.005,-0.116,-0.610,-1.495,-1.068,66.667,11109.000,1.000
34.692,16.894,18.758,16.283,-4.805,53.300,-1.383,-6.782,-0.097,1.002,-0.119,-0.641,-1.587,-1.068,66.667,11110.000,1.000
33.057,14.656,16.972,13.843,-7.557,51.567,-4.640,-9.410,-0.095,1.002,-0.120,-0.580,-1.617,-1.129,66.667,11111.000,1.000
30.481,12.542,15.040,11.083,-9.080,49.713,-6.604,-10.548,-0.095,1.004,-0.119,-0.671,-1.648,-1.190,66.667,11112.000,1.000
27.682,11.192,13.564,8.767,-8.792,48.351,-6.546,-9.328,-0.095,1.004,-0.121,-0.763,-1.770,-1.251,66.667,11113.000,1.000
25.228,10.968,12.871,7.509,-6.519,48.550,-4.419,-5.574,-0.096,1.003,-0.120,-0.610,-1.770,-1.312,66.667,11114.000,1.000
23.205,11.634,12.684,7.314,-2.892,50.430,-1.055,-0.160,-0.097,1.001,-0.119,-0.641,-1.892,-1.343,66.667,11115.000,1.000
21.389,12.463,12.382,7.674,0.774,52.880,2.341,5.295,-0.095,1.000,-0.121,-0.580,-1.923,-1.526,66.667,11116.000,1.000
19.650,12.706,11.554,8.019,3.235,54.533,4.856,9.310,-0.095,1.001,-0.121,-0.641,-1.953,-1.526,66.667,11117.000,1.000
18.151,12.010,10.246,8.021,3.949,54.813,6.090,11.146,-0.094,1.002,-0.121,-0.610,-2.045,-1.587,66.667,11118.000,1.000
17.067,10.401,8.709,7.547,2.919,54.176,5.978,10.728,-0.095,1.003,-0.124,-0.641,-1.892,-1.556,66.667,11119.000,1.000
16.259,8.051,7.075,6.520,0.301,53.075,4.721,8.437,-0.094,1.006,-0.123,-0.702,-1.923,-1.556,66.667,11120.000,1.000
15.378,5.259,5.439,5.027,-3.442,51.563,2.949,5.310,-0.095,1.007,-0.121,-0.793,-1.923,-1.556,66.667,11121.000,1.000
14.216,2.585,4.046,3.485,-7.226,49.733,1.796,3.163,-0.095,1.008,-0.123,-0.824,-1.892,-1.587,66.667,11122.000,1.000
12.870,0.779,3.293,2.578,-9.688,48.255,2.542,3.846,-0.095,1.007,-0.123,-0.946,-1.709,-1.465,66.667,11123.000,1.000
11.852,0.702,3.732,3.043,-9.714,48.549,5.834,7.963,-0.096,1.007,-0.123,-1.007,-1.648,-1.495,66.667,11124.000,1.000
12.105,3.297,6.062,5.444,-6.564,51.664,11.135,14.382,-0.094,1.008,-0.119,-1.129,-1.617,-1.465,66.667,11125.000,1.000
14.330,8.857,10.516,9.693,-0.284,57.195,16.886,20.955,-0.097,1.007,-0.118,-1.190,-1.587,-1.373,66.667,11126.000,1.000
