EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-20.018,-10.110,-17.654,-11.181,1.414,-5.925,-0.414,2.425,-0.099,0.993,-0.178,4.242,2.380,3.754,66.667,1427.000,1.000
-22.019,-11.709,-19.372,-12.431,0.272,-6.240,-0.809,2.119,-0.097,0.993,-0.178,4.425,2.502,3.723,66.667,1428.000,1.000
-22.376,-12.500,-19.562,-13.042,-0.935,-7.097,-0.571,2.298,-0.093,0.995,-0.177,4.517,2.533,3.723,66.667,1429.000,1.000
-20.648,-12.279,-18.114,-12.746,-2.246,-8.049,-0.254,2.402,-0.092,0.995,-0.179,4.547,2.686,3.571,66.667,1430.000,1.000
-17.280,-11.297,-15.635,-11.819,-4.005,-8.343,-0.895,1.249,-0.092,0.994,-0.179,4.700,2.777,3.601,66.667,1431.000,1.000
-13.116,-9.726,-12.820,-10.539,-5.857,-7.722,-2.766,-1.346,-0.091,0.994,-0.179,4.883,2.869,3.571,66.667,1432.000,1.000
-8.943,-7.506,-10.080,-8.922,-6.702,-6.461,-4.836,-3.990,-0.089,0.995,-0.182,4.883,2.838,3.479,66.667,1433.000,1.000
-5.395,-4.713,-7.652,-6.983,-5.791,-5.015,-5.635,-4.968,-0.089,0.995,-0.182,4.913,2.869,3.357,66.667,1434.000,1.000
-3.017,-1.917,-5.861,-5.100,-3.604,-3.504,-4.571,-3.785,-0.088,0.998,-0.182,4.944,2.960,3.265,66.667,1435.000,1.000
-2.189,0.000,-5.152,-3.976,-1.557,-2.088,-2.417,-1.478,-0.088,0.998,-0.186,5.035,2.991,3.265,66.667,1436.000,1.000
-2.908,0.383,-5.797,-4.217,-1.045,-1.549,-0.773,0.133,-0.088,0.998,-0.188,5.127,3.021,3.174,66.667,1437.000,1.000
-4.594,-0.717,-7.527,-5.839,-2.561,-2.805,-0.961,-0.354,-0.088,0.998,-0.184,5.188,3.082,3.052,66.667,1438.000,1.000
-6.019,-2.353,-9.321,-7.982,-5.180,-5.725,-3.017,-2.774,-0.091,0.999,-0.186,5.157,3.082,2.930,66.667,1439.000,1.000
-5.740,-3.066,-9.749,-9.226,-6.868,-8.427,-5.645,-5.326,-0.094,1.001,-0.186,5.035,2.930,2.777,66.667,1440.000,1.000
-3.002,-1.792,-7.887,-8.450,-5.822,-8.740,-7.214,-5.914,-0.094,1.003,-0.186,4.913,2.869,2.655,66.667,1441.000,1.000
1.727,1.450,-3.938,-5.492,-1.868,-6.208,-6.827,-3.784,-0.096,1.005,-0.187,4.852,2.777,2.502,66.667,1442.000,1.000
7.001,5.696,0.957,-1.177,3.384,-2.218,-4.733,-0.042,-0.097,1.004,-0.186,4.639,2.686,2.258,66.667,1443.000,1.000
11.135,9.663,5.322,3.107,7.627,1.303,-2.013,3.257,-0.098,1.005,-0.188,4.486,2.441,2.045,66.667,1444.000,1.000
12.923,12.217,7.852,5.918,9.087,3.297,0.046,4.429,-0.096,1.004,-0.187,4.242,2.197,1.801,66.667,1445.000,1.000
12.083,12.699,7.861,6.328,7.277,3.628,0.533,2.992,-0.096,1.005,-0.184,3.998,1.984,1.801,66.667,1446.000,1.000
9.280,11.183,5.627,4.358,3.174,2.510,-0.687,-0.202,-0.095,1.002,-0.184,3.876,1.770,1.587,66.667,1447.000,1.000
5.670,8.383,2.214,0.875,-1.370,0.329,-2.969,-3.536,-0.094,1.000,-0.184,3.693,1.678,1.343,66.667,1448.000,1.000
2.261,5.126,-1.205,-3.006,-4.758,-2.455,-5.372,-5.636,-0.094,1.002,-0.186,3.540,1.526,1.221,66.667,1449.000,1.000
-0.497,1.887,-3.981,-6.522,-6.425,-5.164,-7.270,-6.104,-0.095,1.003,-0.188,3.326,1.343,1.099,66.667,1450.000,1.000
-2.569,-1.088,-6.006,-9.285,-6.503,-7.098,-8.429,-5.240,-0.095,1.002,-0.188,3.113,1.221,0.854,66.667,1451.000,1.000
-3.824,-3.351,-7.201,-10.917,-5.052,-7.767,-8.642,-3.305,-0.096,1.003,-0.186,3.052,1.068,0.732,66.667,1452.000,1.000
-3.843,-4.259,-7.226,-10.961,-2.090,-6.890,-7.608,-0.375,-0.098,1.001,-0.186,3.021,0.885,0.519,66.667,1453.000,1.000
-2.329,-3.477,-5.767,-9.201,1.780,-4.674,-5.250,3.192,-0.100,0.999,-0.185,2.869,0.702,0.275,66.667,1454.000,1.000
0.276,-1.428,-3.068,-6.081,5.202,-1.781,-2.092,6.445,-0.098,0.999,-0.182,2.716,0.549,0.153,66.667,1455.000,1.000
2.823,0.867,-0.042,-2.645,6.724,0.810,0.826,8.124,-0.098,0.996,-0.179,2.716,0.397,0.031,66.667,1456.000,1.000
4.320,2.502,2.371,0.112,5.691,2.341,2.613,7.447,-0.099,0.996,-0.183,2.686,0.183,-0.061,66.667,1457.000,1.000
4.637,3.212,3.824,1.845,2.662,2.880,3.083,4.733,-0.100,0.995,-0.185,2.563,0.092,-0.183,66.667,1458.000,1.000
4.345,3.281,4.571,2.840,-0.954,2.939,2.677,1.266,-0.103,0.995,-0.183,2.502,-0.153,-0.366,66.667,1459.000,1.000
4.198,3.242,5.181,3.675,-3.502,3.086,2.192,-1.242,-0.106,0.994,-0.182,2.563,-0.427,-0.641,66.667,1460.000,1.000
4.817,3.604,6.227,4.873,-3.689,3.653,2.503,-1.337,-0.106,0.995,-0.184,2.441,-0.671,-0.885,66.667,1461.000,1.000
6.347,4.403,7.793,6.460,-1.473,4.511,3.903,1.181,-0.106,0.994,-0.180,2.411,-0.885,-1.007,66.667,1462.000,1.000
8.255,5.048,9.237,7.838,1.704,5.234,5.751,4.970,-0.107,0.991,-0.179,2.289,-1.160,-1.160,66.667,1463.000,1.000
9.752,4.954,9.801,8.409,4.108,5.420,7.238,8.388,-0.109,0.990,-0.179,2.289,-1.434,-1.373,66.667,1464.000,1.000
10.462,4.251,9.454,8.284,5.111,5.207,8.266,10.854,-0.109,0.989,-0.178,2.167,-1.587,-1.587,66.667,1465.000,1.000
10.580,3.760,8.955,8.225,5.392,5.201,9.276,12.819,-0.108,0.988,-0.179,2.258,-1.740,-1.831,66.667,1466.000,1.000
10.508,4.324,9.178,8.908,6.071,6.158,10.519,14.864,-0.107,0.982,-0.178,2.258,-1.892,-1.953,66.667,1467.000,1.000
10.495,6.211,10.476,10.381,7.949,8.727,11.909,17.302,-0.105,0.976,-0.179,2.197,-1.923,-2.197,66.667,1468.000,1.000
10.663,9.137,12.641,12.250,11.451,12.750,13.494,20.462,-0.106,0.977,-0.182,2.411,-2.014,-2.441,66.667,1469.000,1.000
11.117,12.563,15.186,14.057,16.550,17.093,15.591,24.540,-0.103,0.976,-0.184,2.716,-2.106,-2.716,66.667,1470.000,1.000
11.759,15.725,17.392,15.258,22.204,20.027,18.171,28.746,-0.096,0.976,-0.184,2.808,-1.984,-2.991,66.667,1471.000,1.000
12.059,17.513,18.226,15.044,26.154,20.151,20.235,30.957,-0.091,0.977,-0.187,2.991,-1.923,-3.113,66.667,1472.000,1.000
11.281,16.783,16.680,12.682,26.033,17.229,20.174,28.834,-0.086,0.974,-0.190,3.082,-1.648,-3.235,66.667,1473.000,1.000
9.108,13.139,12.572,8.239,20.937,11.813,16.946,21.460,-0.083,0.974,-0.191,3.296,-1.373,-3.265,66.667,1474.000,1.000
6.016,7.474,6.979,2.858,12.039,4.796,10.892,10.008,-0.082,0.972,-0.195,3.601,-0.946,-3.357,66.667,1475.000,1.000
3.133,1.845,1.875,-1.647,2.197,-2.474,3.781,-2.572,-0.086,0.973,-0.198,3.967,-0.641,-3.601,66.667,1476.000,1.000
1.711,-1.412,-0.796,-3.608,-5.151,-7.859,-1.867,-12.578,-0.092,0.978,-0.197,4.303,-0.366,-3.937,66.667,1477.000,1.000
2.360,-1.022,-0.212,-2.427,-7.742,-9.175,-4.196,-17.430,-0.096,0.985,-0.195,4.333,-0.061,-4.211,66.667,1478.000,1.000
4.683,2.469,2.853,1.050,-5.766,-6.204,-3.232,-17.212,-0.099,0.992,-0.196,4.333,0.122,-4.486,66.667,1479.000,1.000
7.724,7.286,6.739,5.188,-1.338,-1.076,-0.588,-14.160,-0.104,1.000,-0.195,4.364,0.183,-4.791,66.667,1480.000,1.000
10.781,11.880,10.232,8.787,3.453,3.612,2.170,-10.426,-0.107,1.004,-0.197,4.089,0.336,-5.005,66.667,1481.000,1.000
13.775,15.847,13.265,11.689,7.821,7.016,4.698,-6.585,-0.109,1.007,-0.193,3.815,0.336,-5.280,66.667,1482.000,1.000
16.768,19.428,16.255,14.200,11.668,10.117,7.337,-2.465,-0.115,1.009,-0.191,3.510,0.366,-5.554,66.667,1483.000,1.000
19.350,22.430,18.995,16.180,14.373,13.415,9.790,1.211,-0.121,1.009,-0.190,3.204,0.275,-5.798,66.667,1484.000,1.000
20.737,23.997,20.518,16.973,14.814,15.843,10.861,2.776,-0.128,1.010,-0.188,2.838,0.092,-5.951,66.667,1485.000,1.000
20.374,23.321,19.921,16.106,12.488,15.869,9.529,1.146,-0.131,1.010,-0.186,2.533,-0.153,-6.348,66.667,1486.000,1.000
18.305,20.324,17.128,13.775,8.162,13.228,5.948,-3.079,-0.135,1.009,-0.184,1.953,-0.305,-6.439,66.667,1487.000,1.000
15.181,15.832,13.021,10.769,3.532,9.417,1.455,-7.941,-0.140,1.011,-0.186,1.526,-0.641,-6.592,66.667,1488.000,1.000
12.131,11.330,9.100,8.154,0.413,6.351,-2.154,-11.207,-0.144,1.011,-0.182,1.129,-0.824,-6.836,66.667,1489.000,1.000
10.390,8.353,6.868,6.881,-0.069,5.142,-3.500,-11.400,-0.148,1.012,-0.180,0.641,-1.251,-6.989,66.667,1490.000,1.000
10.718,7.771,7.154,7.386,1.920,5.767,-2.234,-8.482,-0.151,1.012,-0.180,0.336,-1.648,-7.019,66.667,1491.000,1.000
12.976,9.368,9.764,9.312,4.851,7.609,0.735,-4.000,-0.154,1.008,-0.180,0.000,-2.075,-6.989,66.667,1492.000,1.000
16.275,12.099,13.682,11.674,6.739,10.155,3.634,-0.279,-0.156,1.005,-0.178,-0.397,-2.441,-6.897,66.667,1493.000,1.000
19.657,14.907,17.754,13.581,6.657,12.871,5.014,1.249,-0.157,1.002,-0.177,-0.610,-2.960,-6.927,66.667,1494.000,1.000
22.558,17.315,21.230,14.794,5.478,15.173,4.840,1.185,-0.157,0.997,-0.178,-0.793,-3.357,-6.805,66.667,1495.000,1.000
24.620,19.238,23.708,15.566,5.048,16.607,4.275,1.506,-0.159,0.992,-0.176,-0.885,-3.693,-6.683,66.667,1496.000,1.000
25.338,20.308,24.726,16.041,6.466,17.113,4.324,3.581,-0.160,0.990,-0.177,-0.977,-4.150,-6.470,66.667,1497.000,1.000
24.151,19.614,23.595,15.916,8.939,16.884,4.824,6.701,-0.159,0.987,-0.178,-0.977,-4.456,-6.134,66.667,1498.000,1.000
20.904,16.325,19.831,14.728,10.300,15.520,4.780,8.574,-0.160,0.987,-0.177,-1.007,-4.761,-5.859,66.667,1499.000,1.000
16.188,10.614,13.825,12.376,8.824,12.219,3.478,7.314,-0.159,0.987,-0.177,-0.885,-5.005,-5.646,66.667,1500.000,1.000
11.225,3.888,6.993,9.359,4.614,6.834,1.134,2.998,-0.159,0.988,-0.179,-0.946,-5.219,-5.310,66.667,1501.000,1.000
7.347,-1.973,1.172,6.504,-0.765,0.627,-1.427,-2.630,-0.159,0.988,-0.178,-0.946,-5.402,-4.944,66.667,1502.000,1.000
5.396,-5.553,-2.224,4.531,-5.477,-4.137,-3.435,-7.438,-0.158,0.987,-0.175,-0.763,-5.676,-4.486,66.667,1503.000,1.000
5.437,-6.305,-2.749,3.791,-8.128,-5.889,-4.433,-9.818,-0.157,0.987,-0.177,-0.732,-5.859,-3.967,66.667,1504.000,1.000
6.719,-4.724,-1.144,4.073,-8.257,-4.847,-4.385,-9.317,-0.154,0.987,-0.174,-0.793,-5.890,-3.357,66.667,1505.000,1.000
7.976,-2.223,0.961,4.623,-6.636,-2.775,-3.775,-6.918,-0.154,0.988,-0.176,-0.732,-6.073,-2.808,66.667,1506.000,1.000
8.205,-0.338,2.092,4.661,-4.690,-1.427,-3.269,-4.329,-0.154,0.991,-0.176,-0.763,-6.165,-2.380,66.667,1507.000,1.000
7.337,0.279,1.893,4.022,-3.302,-1.094,-3.082,-2.641,-0.153,0.992,-0.172,-0.732,-6.104,-1.831,66.667,1508.000,1.000
6.202,0.184,1.186,3.292,-2.165,-0.933,-2.722,-1.570,-0.150,0.997,-0.171,-0.885,-6.134,-1.190,66.667,1509.000,1.000
5.843,0.475,1.138,3.268,-0.347,0.098,-1.483,-0.007,-0.151,1.001,-0.169,-1.068,-6.195,-0.702,66.667,1510.000,1.000
6.746,1.749,2.284,4.218,2.487,2.301,0.753,2.641,-0.151,1.000,-0.170,-1.251,-6.226,-0.183,66.667,1511.000,1.000
8.546,3.649,4.215,5.630,5.526,4.967,3.233,5.733,-0.149,1.002,-0.170,-1.373,-6.378,0.427,66.667,1512.000,1.000
10.355,5.327,6.091,6.685,7.596,7.092,4.898,8.085,-0.150,1.002,-0.169,-1.709,-6.348,0.977,66.667,1513.000,1.000
11.388,6.180,7.336,6.951,8.251,7.964,5.257,9.168,-0.151,1.004,-0.166,-1.923,-6.409,1.251,66.667,1514.000,1.000
11.328,6.029,7.810,6.550,7.784,7.518,4.569,9.301,-0.149,1.000,-0.164,-2.167,-6.500,1.678,66.667,1515.000,1.000
10.305,4.880,7.545,5.849,6.513,6.074,3.355,8.950,-0.149,1.000,-0.166,-2.411,-6.531,1.984,66.667,1516.000,1.000
8.697,2.846,6.646,5.175,4.496,4.055,2.050,8.293,-0.147,0.996,-0.167,-2.655,-6.561,2.136,66.667,1517.000,1.000
6.946,0.299,5.362,4.726,1.928,2.150,1.022,7.453,-0.146,0.992,-0.167,-2.808,-6.592,2.319,66.667,1518.000,1.000
5.391,-2.165,4.008,4.537,-0.591,1.026,0.536,6.725,-0.143,0.990,-0.164,-2.777,-6.592,2.472,66.667,1519.000,1.000
4.114,-4.086,2.737,4.402,-2.483,1.016,0.438,6.236,-0.139,0.986,-0.163,-2.777,-6.561,2.533,66.667,1520.000,1.000
2.910,-5.396,1.422,3.921,-3.691,1.741,0.115,5.607,-0.136,0.979,-0.165,-2.747,-6.622,2.594,66.667,1521.000,1.000
1.434,-6.304,-0.191,2.737,-4.573,2.155,-0.975,4.347,-0.131,0.975,-0.168,-2.686,-6.470,2.625,66.667,1522.000,1.000
-0.587,-7.040,-2.259,0.784,-5.349,1.357,-2.772,2.563,-0.126,0.971,-0.168,-2.319,-6.226,2.533,66.667,1523.000,1.000
-3.146,-7.701,-4.722,-1.643,-5.797,-0.744,-4.561,1.085,-0.122,0.971,-0.172,-2.045,-6.042,2.502,66.667,1524.000,1.000
-5.957,-8.322,-7.392,-4.146,-5.601,-3.181,-5.510,0.736,-0.117,0.972,-0.172,-1.648,-5.798,2.563,66.667,1525.000,1.000
-8.675,-9.024,-10.181,-6.540,-4.791,-4.859,-5.284,1.534,-0.115,0.974,-0.170,-1.282,-5.493,2.502,66.667,1526.000,1.000
-11.070,-9.990,-13.115,-8.877,-3.740,-5.714,-4.189,2.674,-0.111,0.974,-0.171,-0.916,-5.096,2.441,66.667,1527.000,1.000
-13.056,-11.330,-16.195,-11.219,-2.924,-6.584,-2.841,3.117,-0.110,0.974,-0.175,-0.549,-4.639,2.350,66.667,1528.000,1.000
-14.626,-13.041,-19.288,-13.465,-2.817,-8.427,-1.775,2.071,-0.106,0.980,-0.177,-0.275,-4.181,2.350,66.667,1529.000,1.000
-15.722,-14.961,-22.031,-15.328,-3.721,-11.326,-1.275,-0.787,-0.106,0.984,-0.179,-0.031,-3.723,2.350,66.667,1530.000,1.000
-16.138,-16.598,-23.825,-16.377,-5.343,-14.531,-1.319,-5.072,-0.104,0.990,-0.178,0.214,-3.326,2.258,66.667,1531.000,1.000
-15.558,-17.235,-24.052,-16.210,-6.772,-17.210,-1.673,-9.692,-0.102,0.993,-0.179,0.305,-2.899,2.106,66.667,1532.000,1.000
-13.794,-16.375,-22.444,-14.711,-7.174,-18.786,-2.151,-13.425,-0.100,0.995,-0.180,0.458,-2.441,2.075,66.667,1533.000,1.000
-10.938,-14.029,-19.240,-12.146,-6.427,-19.042,-2.781,-15.575,-0.101,0.994,-0.184,0.488,-2.045,1.953,66.667,1534.000,1.000
-7.334,-10.669,-15.037,-9.071,-5.095,-17.873,-3.739,-16.218,-0.101,0.994,-0.184,0.549,-1.526,1.923,66.667,1535.000,1.000
-3.376,-6.957,-10.523,-6.039,-3.860,-15.445,-5.074,-15.840,-0.101,0.994,-0.181,0.519,-1.068,1.740,66.667,1536.000,1.000
0.683,-3.500,-6.246,-3.350,-3.064,-12.459,-6.555,-14.904,-0.104,0.996,-0.183,0.519,-0.641,1.648,66.667,1537.000,1.000
4.684,-0.834,-2.651,-1.152,-2.913,-9.856,-7.968,-13.927,-0.106,0.995,-0.186,0.488,-0.336,1.434,66.667,1538.000,1.000
8.560,0.577,-0.070,0.406,-3.844,-8.501,-9.401,-13.658,-0.107,0.996,-0.186,0.549,0.122,1.221,66.667,1539.000,1.000
12.577,0.648,1.573,1.396,-6.203,-8.463,-11.023,-14.631,-0.109,0.996,-0.186,0.610,0.458,1.007,66.667,1540.000,1.000
17.504,0.107,3.026,2.445,-9.429,-8.814,-12.570,-16.408,-0.113,0.995,-0.187,0.488,0.702,0.824,66.667,1541.000,1.000
24.318,0.407,5.527,4.618,-11.946,-8.164,-13.134,-17.467,-0.114,0.992,-0.186,0.397,0.793,0.671,66.667,1542.000,1.000
33.472,2.907,10.045,8.728,-12.135,-5.321,-11.675,-16.134,-0.115,0.992,-0.186,0.366,1.007,0.458,66.667,1543.000,1.000
44.293,7.898,16.439,14.577,-9.445,-0.180,-7.950,-11.848,-0.117,0.992,-0.188,0.397,1.190,0.214,66.667,1544.000,1.000
55.032,14.313,23.293,20.821,-4.701,6.239,-2.923,-5.614,-0.116,0.995,-0.188,0.305,1.343,0.031,66.667,1545.000,1.000
63.654,20.404,28.723,25.733,0.551,12.386,1.854,0.772,-0.117,0.996,-0.188,0.366,1.495,-0.061,66.667,1546.000,1.000
68.839,24.811,31.543,28.219,5.006,17.015,5.205,5.886,-0.118,0.998,-0.189,0.305,1.526,-0.122,66.667,1547.000,1.000
70.510,27.235,31.851,28.303,8.210,19.852,6.807,9.277,-0.118,0.998,-0.190,0.122,1.648,-0.183,66.667,1548.000,1.000
69.614,28.311,30.740,26.882,10.481,21.245,7.110,11.357,-0.119,1.000,-0.188,0.122,1.801,-0.305,66.667,1549.000,1.000
67.343,28.875,29.487,25.033,12.288,21.829,6.922,12.827,-0.120,1.001,-0.190,-0.061,1.892,-0.397,66.667,1550.000,1.000
64.462,29.344,28.822,23.429,13.810,22.201,6.900,14.113,-0.120,1.004,-0.189,-0.122,1.984,-0.305,66.667,1551.000,1.000
61.179,29.633,28.669,22.191,15.007,22.655,7.227,15.254,-0.121,1.005,-0.188,-0.153,2.106,-0.336,66.667,1552.000,1.000
57.247,29.360,28.358,21.048,15.842,23.211,7.756,16.212,-0.122,1.005,-0.186,-0.244,2.106,-0.336,66.667,1553.000,1.000
52.145,28.107,27.135,19.658,16.288,23.491,8.386,17.084,-0.124,1.005,-0.185,-0.458,2.136,-0.244,66.667,1554.000,1.000
45.448,25.652,24.640,17.851,16.199,23.104,9.108,17.862,-0.125,1.002,-0.184,-0.580,2.167,-0.092,66.667,1555.000,1.000
37.196,22.069,21.016,15.624,15.285,21.824,9.709,18.126,-0.125,1.001,-0.186,-0.763,2.045,-0.031,66.667,1556.000,1.000
27.883,17.585,16.658,12.959,13.192,19.412,9.601,17.075,-0.126,1.001,-0.188,-0.916,2.136,-0.061,66.667,1557.000,1.000
18.187,12.440,11.945,9.788,9.763,15.813,8.126,14.052,-0.127,1.002,-0.185,-0.946,2.075,0.000,66.667,1558.000,1.000
8.846,7.067,7.291,6.272,5.465,11.360,5.230,9.350,-0.128,1.001,-0.187,-0.977,1.984,0.153,66.667,1559.000,1.000
0.575,2.168,3.202,2.914,1.403,7.061,1.747,4.420,-0.128,1.003,-0.187,-1.190,2.045,0.183,66.667,1560.000,1.000
-6.190,-1.671,0.001,0.204,-1.362,4.056,-1.130,1.048,-0.128,1.002,-0.184,-1.282,1.953,0.305,66.667,1561.000,1.000
-11.588,-4.419,-2.492,-1.820,-2.470,2.599,-2.634,0.279,-0.128,1.004,-0.185,-1.434,1.923,0.458,66.667,1562.000,1.000
-16.348,-6.567,-4.863,-3.597,-2.242,2.005,-2.764,1.991,-0.127,1.003,-0.184,-1.526,1.892,0.641,66.667,1563.000,1.000
-21.359,-8.658,-7.624,-5.622,-1.180,1.332,-2.003,5.316,-0.126,1.001,-0.186,-1.556,1.801,0.641,66.667,1564.000,1.000
-27.106,-10.902,-10.827,-8.070,0.369,0.465,-0.840,9.304,-0.125,1.000,-0.188,-1.648,1.770,0.793,66.667,1565.000,1.000
-33.476,-13.190,-14.171,-10.767,2.092,-0.156,0.413,13.137,-0.126,0.997,-0.184,-1.740,1.770,0.977,66.667,1566.000,1.000
-40.002,-15.412,-17.389,-13.465,3.327,-0.863,1.432,15.747,-0.123,0.995,-0.187,-1.678,1.678,1.007,66.667,1567.000,1.000
-46.121,-17.667,-20.418,-16.042,3.067,-2.784,1.712,15.749,-0.123,0.990,-0.187,-1.617,1.678,1.007,66.667,1568.000,1.000
-51.274,-20.160,-23.221,-18.471,0.446,-6.564,0.633,12.071,-0.123,0.988,-0.189,-1.373,1.709,1.129,66.667,1569.000,1.000
-55.157,-23.039,-25.712,-20.832,-4.760,-11.268,-2.412,4.545,-0.122,0.986,-0.192,-1.221,1.740,1.251,66.667,1570.000,1.000
-57.907,-26.203,-27.839,-23.256,-11.813,-15.426,-7.674,-5.839,-0.124,0.984,-0.192,-0.946,1.740,1.282,66.667,1571.000,1.000
-59.848,-29.129,-29.516,-25.653,-19.050,-18.735,-14.435,-16.892,-0.123,0.983,-0.192,-0.793,1.648,1.251,66.667,1572.000,1.000
-61.051,-30.976,-30.477,-27.551,-24.517,-21.756,-20.922,-25.848,-0.125,0.983,-0.190,-0.488,1.678,1.251,66.667,1573.000,1.000
-61.163,-30.950,-30.287,-28.263,-26.810,-24.396,-25.130,-30.573,-0.125,0.983,-0.189,-0.366,1.587,1.282,66.667,1574.000,1.000
-59.657,-28.668,-28.535,-27.230,-25.539,-25.017,-25.784,-30.355,-0.126,0.983,-0.187,-0.183,1.495,1.160,66.667,1575.000,1.000
-56.295,-24.349,-25.086,-24.306,-21.264,-21.970,-22.727,-25.809,-0.126,0.982,-0.183,-0.031,1.404,0.977,66.667,1576.000,1.000
-51.466,-18.821,-20.279,-19.922,-15.138,-15.826,-16.841,-18.423,-0.127,0.982,-0.187,0.214,1.373,0.946,66.667,1577.000,1.000
-46.186,-13.316,-14.966,-15.032,-8.482,-9.048,-9.684,-10.087,-0.129,0.982,-0.192,0.427,1.251,0.854,66.667,1578.000,1.000
-41.718,-9.084,-10.259,-10.749,-2.467,-3.821,-2.903,-2.567,-0.129,0.984,-0.188,0.671,1.038,0.580,66.667,1579.000,1.000
-39.057,-6.963,-7.082,-7.924,2.058,-0.397,2.278,2.964,-0.129,0.983,-0.188,0.793,0.977,0.366,66.667,1580.000,1.000
-38.450,-6.973,-5.734,-6.777,4.894,2.140,5.397,6.403,-0.129,0.983,-0.190,0.977,0.885,0.183,66.667,1581.000,1.000
-39.151,-8.176,-5.667,-6.737,6.703,4.260,6.888,8.775,-0.127,0.984,-0.191,1.038,0.732,0.000,66.667,1582.000,1.000
-39.830,-9.239,-5.869,-6.867,8.294,5.750,7.487,11.066,-0.127,0.979,-0.193,1.190,0.641,-0.122,66.667,1583.000,1.000
-39.501,-9.443,-5.706,-6.736,9.377,6.198,7.215,12.693,-0.126,0.978,-0.193,1.373,0.610,-0.397,66.667,1584.000,1.000
-38.051,-9.056,-5.277,-6.730,8.579,5.656,5.292,11.823,-0.126,0.974,-0.195,1.617,0.641,-0.488,66.667,1585.000,1.000
-35.962,-8.732,-4.973,-7.345,4.987,4.527,1.357,7.504,-0.126,0.977,-0.193,1.892,0.519,-0.702,66.667,1586.000,1.000
-33.875,-8.926,-5.020,-8.495,-0.782,2.894,-3.605,0.928,-0.125,0.979,-0.193,2.075,0.641,-0.793,66.667,1587.000,1.000
-32.375,-9.752,-5.463,-9.607,-6.870,0.720,-7.731,-5.276,-0.123,0.980,-0.192,2.258,0.641,-1.007,66.667,1588.000,1.000
-31.887,-11.081,-6.308,-10.180,-11.214,-1.749,-9.464,-8.699,-0.124,0.980,-0.194,2.380,0.671,-1.099,66.667,1589.000,1.000
-32.711,-12.857,-7.778,-10.319,-12.788,-4.067,-8.556,-8.723,-0.124,0.981,-0.200,2.502,0.702,-1.190,66.667,1590.000,1.000
-34.980,-15.277,-10.376,-10.731,-12.257,-6.351,-6.270,-6.971,-0.124,0.980,-0.202,2.594,0.671,-1.251,66.667,1591.000,1.000
-38.330,-18.426,-14.340,-12.053,-11.403,-9.384,-4.534,-6.143,-0.125,0.983,-0.206,2.716,0.824,-1.404,66.667,1592.000,1.000
-41.682,-21.818,-19.032,-14.187,-11.771,-13.466,-4.632,-8.077,-0.124,0.987,-0.205,2.716,0.916,-1.648,66.667,1593.000,1.000
-43.630,-24.454,-23.091,-16.294,-13.593,-17.929,-6.434,-12.535,-0.124,0.988,-0.205,2.686,1.099,-1.831,66.667,1594.000,1.000
-43.285,-25.498,-25.299,-17.493,-15.989,-21.583,-8.750,-17.662,-0.124,0.991,-0.202,2.625,1.099,-1.862,66.667,1595.000,1.000
-40.817,-24.893,-25.331,-17.507,-18.041,-23.669,-10.328,-21.528,-0.125,0.990,-0.203,2.533,1.221,-1.892,66.667,1596.000,1.000
-37.094,-23.205,-23.646,-16.630,-19.323,-24.176,-10.566,-23.218,-0.125,0.991,-0.204,2.380,1.251,-1.953,66.667,1597.000,1.000
-32.917,-20.997,-20.884,-15.229,-19.600,-23.197,-9.629,-22.857,-0.125,0.991,-0.208,2.319,1.373,-1.984,66.667,1598.000,1.000
-28.704,-18.515,-17.505,-13.450,-18.625,-20.949,-8.157,-21.114,-0.127,0.987,-0.208,2.136,1.556,-2.045,66.667,1599.000,1.000
-24.681,-15.836,-13.845,-11.295,-16.356,-17.954,-6.777,-18.712,-0.126,0.986,-0.207,2.106,1.526,-2.045,66.667,1600.000,1.000
-20.993,-12.966,-10.190,-8.757,-13.044,-14.848,-5.759,-16.094,-0.125,0.986,-0.211,2.014,1.648,-1.953,66.667,1601.000,1.000
-17.715,-9.941,-6.857,-5.999,-9.235,-12.036,-5.192,-13.522,-0.122,0.991,-0.212,1.984,1.862,-1.892,66.667,1602.000,1.000
-15.038,-7.102,-4.342,-3.577,-5.926,-9.578,-5.338,-11.479,-0.124,0.993,-0.211,1.831,2.014,-1.862,66.667,1603.000,1.000
-13.194,-4.991,-3.103,-2.196,-4.220,-7.794,-6.445,-10.583,-0.126,0.992,-0.210,1.587,2.106,-1.740,66.667,1604.000,1.000
-12.088,-3.777,-3.016,-2.077,-4.409,-7.196,-8.284,-10.976,-0.129,0.994,-0.211,1.282,2.228,-1.801,66.667,1605.000,1.000
-11.224,-2.995,-3.324,-2.725,-5.645,-7.842,-10.103,-12.052,-0.130,0.995,-0.208,1.160,2.258,-1.678,66.667,1606.000,1.000
-10.070,-1.948,-3.142,-3.311,-6.650,-8.889,-11.018,-12.886,-0.132,0.993,-0.209,0.916,2.319,-1.709,66.667,1607.000,1.000
